"","Compound.Name","Note","type","SampID","replicate","FinalBMIS","BMISdArea","DatOrg","Flu","RF","cell/mL","BMISd_Normed"
"186","Asparagine",NA,"Smp","RB12HL","EF","AreatoBMIS",19025551,"HILIC_FS",200.8,753.7,151342.96,125.71150319777
"187","Asparagine",NA,"Smp","LB12LL","AB","AreatoBMIS",5948001,"HILIC_FS",57.4,753.7,43262.38,137.486680113299
"188","Asparagine",NA,"Smp","LB12LL","CD","AreatoBMIS",4741464,"HILIC_FS",50.3,753.7,37911.11,125.067928636223
"189","Asparagine",NA,"Smp","LB12LL","EF","AreatoBMIS",5763549,"HILIC_FS",58.5,753.7,44091.45,130.718064386633
"190","Asparagine",NA,"Smp","RB12LL","AB","AreatoBMIS",15260083,"HILIC_FS",215.5,753.7,162422.35,93.9530982035416
"191","Asparagine",NA,"Smp","RB12LL","CD","AreatoBMIS",14704234,"HILIC_FS",201.7,753.7,152021.29,96.724833738748
"192","Asparagine",NA,"Smp","RB12LL","EF","AreatoBMIS",16130149,"HILIC_FS",255.4,753.7,192494.98,83.7951670220179
"193","Aspartic acid",NA,"Smp","LB12HL","AB","AreatoBMIS",6617407,"HILIC_FS",60.9,753.7,45900.33,144.169050636455
"194","Aspartic acid",NA,"Smp","LB12HL","CD","AreatoBMIS",6823124,"HILIC_FS",65.1,753.7,49065.87,139.060491539231
"195","Aspartic acid",NA,"Smp","LB12HL","EF","AreatoBMIS",5966911,"HILIC_FS",67.8,753.7,51100.86,116.767330334558
"196","Aspartic acid",NA,"Smp","RB12HL","AB","AreatoBMIS",28818929,"HILIC_FS",227.3,753.7,171316.01,168.220874394635
"197","Aspartic acid",NA,"Smp","RB12HL","CD","AreatoBMIS",32104039,"HILIC_FS",196.2,753.7,147875.94,217.101166017947
"198","Aspartic acid",NA,"Smp","RB12HL","EF","AreatoBMIS",37952583,"HILIC_FS",200.8,753.7,151342.96,250.772041197027
"199","Aspartic acid",NA,"Smp","LB12LL","AB","AreatoBMIS",3274364,"HILIC_FS",57.4,753.7,43262.38,75.6861735299815
"200","Aspartic acid",NA,"Smp","LB12LL","CD","AreatoBMIS",2437563,"HILIC_FS",50.3,753.7,37911.11,64.2967984846658
"201","Aspartic acid",NA,"Smp","LB12LL","EF","AreatoBMIS",3169648,"HILIC_FS",58.5,753.7,44091.45,71.8880417858791
"202","Aspartic acid",NA,"Smp","RB12LL","AB","AreatoBMIS",22439549,"HILIC_FS",215.5,753.7,162422.35,138.155549405608
"203","Aspartic acid",NA,"Smp","RB12LL","CD","AreatoBMIS",18909435,"HILIC_FS",201.7,753.7,152021.29,124.386755302497
"204","Aspartic acid",NA,"Smp","RB12LL","EF","AreatoBMIS",23526447,"HILIC_FS",255.4,753.7,192494.98,122.218496295332
"205","Glutamic acid",NA,"Smp","LB12HL","AB","AreatoBMIS",450934806,"HILIC_FS",60.9,753.7,45900.33,9824.21708079223
"206","Glutamic acid",NA,"Smp","LB12HL","CD","AreatoBMIS",456406646,"HILIC_FS",65.1,753.7,49065.87,9301.91691291727
"207","Glutamic acid",NA,"Smp","LB12HL","EF","AreatoBMIS",438690966,"HILIC_FS",67.8,753.7,51100.86,8584.80593085909
"208","Glutamic acid",NA,"Smp","RB12HL","AB","AreatoBMIS",1939120726,"HILIC_FS",227.3,753.7,171316.01,11318.9696981619
"209","Glutamic acid",NA,"Smp","RB12HL","CD","AreatoBMIS",1819083734,"HILIC_FS",196.2,753.7,147875.94,12301.4178912405
"210","Glutamic acid",NA,"Smp","RB12HL","EF","AreatoBMIS",1854094422,"HILIC_FS",200.8,753.7,151342.96,12250.9459442316
"211","Glutamic acid",NA,"Smp","LB12LL","AB","AreatoBMIS",279409366,"HILIC_FS",57.4,753.7,43262.38,6458.48346762245
"212","Glutamic acid",NA,"Smp","LB12LL","CD","AreatoBMIS",203001718,"HILIC_FS",50.3,753.7,37911.11,5354.67618858957
"213","Glutamic acid",NA,"Smp","LB12LL","EF","AreatoBMIS",277126550,"HILIC_FS",58.5,753.7,44091.45,6285.26732507096
"214","Glutamic acid",NA,"Smp","RB12LL","AB","AreatoBMIS",1498105814,"HILIC_FS",215.5,753.7,162422.35,9223.52012515519
"215","Glutamic acid",NA,"Smp","RB12LL","CD","AreatoBMIS",1180543318,"HILIC_FS",201.7,753.7,152021.29,7765.64465411391
"216","Glutamic acid",NA,"Smp","RB12LL","EF","AreatoBMIS",1530310358,"HILIC_FS",255.4,753.7,192494.98,7949.87151353246
"217","Lysine",NA,"Smp","LB12HL","AB","AreatoBMIS",3812129,"HILIC_FS",60.9,753.7,45900.33,83.0523222817788
"218","Lysine",NA,"Smp","LB12HL","CD","AreatoBMIS",4610626,"HILIC_FS",65.1,753.7,49065.87,93.968088204693
"219","Lysine",NA,"Smp","LB12HL","EF","AreatoBMIS",4094104,"HILIC_FS",67.8,753.7,51100.86,80.1181036874918
"220","Lysine",NA,"Smp","RB12HL","AB","AreatoBMIS",258971817,"HILIC_FS",227.3,753.7,171316.01,1511.66150203942
"221","Lysine",NA,"Smp","RB12HL","CD","AreatoBMIS",185286089,"HILIC_FS",196.2,753.7,147875.94,1252.98333860126
"222","Lysine",NA,"Smp","RB12HL","EF","AreatoBMIS",173422681,"HILIC_FS",200.8,753.7,151342.96,1145.89195955993
"223","Lysine",NA,"Smp","LB12LL","AB","AreatoBMIS",8362836,"HILIC_FS",57.4,753.7,43262.38,193.305037771847
"224","Lysine",NA,"Smp","LB12LL","CD","AreatoBMIS",5324164,"HILIC_FS",50.3,753.7,37911.11,140.438093213309
"225","Lysine",NA,"Smp","LB12LL","EF","AreatoBMIS",9076623,"HILIC_FS",58.5,753.7,44091.45,205.859027090286
"226","Lysine",NA,"Smp","RB12LL","AB","AreatoBMIS",35049829,"HILIC_FS",215.5,753.7,162422.35,215.794371895247
"227","Lysine",NA,"Smp","RB12LL","CD","AreatoBMIS",28780533,"HILIC_FS",201.7,753.7,152021.29,189.319094713642
"228","Lysine",NA,"Smp","RB12LL","EF","AreatoBMIS",33845541,"HILIC_FS",255.4,753.7,192494.98,175.825577373498
"229","Serine",NA,"Smp","LB12HL","AB","AreatoBMIS",2846787,"HILIC_FS",60.9,753.7,45900.33,62.021057364947
"230","Serine",NA,"Smp","LB12HL","CD","AreatoBMIS",2493624,"HILIC_FS",65.1,753.7,49065.87,50.8219664707871
"231","Serine",NA,"Smp","LB12HL","EF","AreatoBMIS",2006781,"HILIC_FS",67.8,753.7,51100.86,39.2709829149646
"232","Serine",NA,"Smp","RB12HL","AB","AreatoBMIS",12339189,"HILIC_FS",227.3,753.7,171316.01,72.0258953030718
"233","Serine",NA,"Smp","RB12HL","CD","AreatoBMIS",10884306,"HILIC_FS",196.2,753.7,147875.94,73.6043064206388
"234","Serine",NA,"Smp","RB12HL","EF","AreatoBMIS",11165456,"HILIC_FS",200.8,753.7,151342.96,73.7758532012325
"235","Serine",NA,"Smp","LB12LL","AB","AreatoBMIS",1501515,"HILIC_FS",57.4,753.7,43262.38,34.7071751484777
"236","Serine",NA,"Smp","LB12LL","CD","AreatoBMIS",1031623,"HILIC_FS",50.3,753.7,37911.11,27.211627409485
"237","Serine",NA,"Smp","LB12LL","EF","AreatoBMIS",618824,"HILIC_FS",58.5,753.7,44091.45,14.035011323057
"238","Serine",NA,"Smp","RB12LL","AB","AreatoBMIS",8424803,"HILIC_FS",215.5,753.7,162422.35,51.8697272881472
"239","Serine",NA,"Smp","RB12LL","CD","AreatoBMIS",5518384,"HILIC_FS",201.7,753.7,152021.29,36.3000734962846
"240","Serine",NA,"Smp","RB12LL","EF","AreatoBMIS",7394275,"HILIC_FS",255.4,753.7,192494.98,38.4128199083425
"241","Threonine",NA,"Smp","LB12HL","AB","AreatoBMIS",75133587,"HILIC_FS",60.9,753.7,45900.33,1636.88555180322
"242","Threonine",NA,"Smp","LB12HL","CD","AreatoBMIS",75289163,"HILIC_FS",65.1,753.7,49065.87,1534.45079033552
"243","Threonine",NA,"Smp","LB12HL","EF","AreatoBMIS",82836875,"HILIC_FS",67.8,753.7,51100.86,1621.04659295362
"244","Threonine",NA,"Smp","RB12HL","AB","AreatoBMIS",288451179,"HILIC_FS",227.3,753.7,171316.01,1683.73743353
"245","Threonine",NA,"Smp","RB12HL","CD","AreatoBMIS",281547563,"HILIC_FS",196.2,753.7,147875.94,1903.94436714992
"246","Threonine",NA,"Smp","RB12HL","EF","AreatoBMIS",299312651,"HILIC_FS",200.8,753.7,151342.96,1977.7110940608
"247","Threonine",NA,"Smp","LB12LL","AB","AreatoBMIS",53891483,"HILIC_FS",57.4,753.7,43262.38,1245.68928015518
"248","Threonine",NA,"Smp","LB12LL","CD","AreatoBMIS",45150315,"HILIC_FS",50.3,753.7,37911.11,1190.9520718333
"249","Threonine",NA,"Smp","LB12LL","EF","AreatoBMIS",57960755,"HILIC_FS",58.5,753.7,44091.45,1314.55769769422
"250","Threonine",NA,"Smp","RB12LL","AB","AreatoBMIS",197443035,"HILIC_FS",215.5,753.7,162422.35,1215.61493846136
"251","Threonine",NA,"Smp","RB12LL","CD","AreatoBMIS",181821067,"HILIC_FS",201.7,753.7,152021.29,1196.02370825823
"252","Threonine",NA,"Smp","RB12LL","EF","AreatoBMIS",233680587,"HILIC_FS",255.4,753.7,192494.98,1213.95678474317
"253","Tyrosine",NA,"Smp","LB12HL","AB","AreatoBMIS",17310945,"HILIC_FS",60.9,753.7,45900.33,377.142059762969
"254","Tyrosine",NA,"Smp","LB12HL","CD","AreatoBMIS",15745790,"HILIC_FS",65.1,753.7,49065.87,320.911256643365
"255","Tyrosine",NA,"Smp","LB12HL","EF","AreatoBMIS",15221902,"HILIC_FS",67.8,753.7,51100.86,297.879566019045
"256","Tyrosine",NA,"Smp","RB12HL","AB","AreatoBMIS",4648120,"HILIC_FS",227.3,753.7,171316.01,27.1318483310462
"257","Tyrosine",NA,"Smp","RB12HL","CD","AreatoBMIS",14660490,"HILIC_FS",196.2,753.7,147875.94,99.1404686928786
"258","Tyrosine",NA,"Smp","RB12HL","EF","AreatoBMIS",15617485,"HILIC_FS",200.8,753.7,151342.96,103.192675761066
"259","Tyrosine",NA,"Smp","LB12LL","AB","AreatoBMIS",15871921,"HILIC_FS",57.4,753.7,43262.38,366.875816818215
"260","Tyrosine",NA,"Smp","LB12LL","CD","AreatoBMIS",12650659,"HILIC_FS",50.3,753.7,37911.11,333.69265632159
"261","Tyrosine",NA,"Smp","LB12LL","EF","AreatoBMIS",10750306,"HILIC_FS",58.5,753.7,44091.45,243.818382021911
"262","Tyrosine",NA,"Smp","RB12LL","AB","AreatoBMIS",27178711,"HILIC_FS",215.5,753.7,162422.35,167.333565854699
"263","Tyrosine",NA,"Smp","RB12LL","CD","AreatoBMIS",19500907,"HILIC_FS",201.7,753.7,152021.29,128.277473503876
"264","Tyrosine",NA,"Smp","RB12LL","EF","AreatoBMIS",26132737,"HILIC_FS",255.4,753.7,192494.98,135.758018209098
"265","Valine",NA,"Smp","LB12HL","AB","AreatoBMIS",11966194,"HILIC_FS",60.9,753.7,45900.33,260.699520025237
"266","Valine",NA,"Smp","LB12HL","CD","AreatoBMIS",12038600,"HILIC_FS",65.1,753.7,49065.87,245.355885873419
"267","Valine",NA,"Smp","LB12HL","EF","AreatoBMIS",12971595,"HILIC_FS",67.8,753.7,51100.86,253.84298816106
"268","Valine",NA,"Smp","RB12HL","AB","AreatoBMIS",76861584,"HILIC_FS",227.3,753.7,171316.01,448.653829843457
"269","Valine",NA,"Smp","RB12HL","CD","AreatoBMIS",62162052,"HILIC_FS",196.2,753.7,147875.94,420.36623402022
"270","Valine",NA,"Smp","RB12HL","EF","AreatoBMIS",69329008,"HILIC_FS",200.8,753.7,151342.96,458.092057932526
"271","Valine",NA,"Smp","LB12LL","AB","AreatoBMIS",22009152,"HILIC_FS",57.4,753.7,43262.38,508.73650501891
"272","Valine",NA,"Smp","LB12LL","CD","AreatoBMIS",17334812,"HILIC_FS",50.3,753.7,37911.11,457.248864514914
"273","Valine",NA,"Smp","LB12LL","EF","AreatoBMIS",19895172,"HILIC_FS",58.5,753.7,44091.45,451.225169505653
"274","Valine",NA,"Smp","RB12LL","AB","AreatoBMIS",71461800,"HILIC_FS",215.5,753.7,162422.35,439.975163516597
"275","Valine",NA,"Smp","RB12LL","CD","AreatoBMIS",57305320,"HILIC_FS",201.7,753.7,152021.29,376.955885586815
"276","Valine",NA,"Smp","RB12LL","EF","AreatoBMIS",74223824,"HILIC_FS",255.4,753.7,192494.98,385.588361836761
"277","trans Hydroxyl proline",NA,"Smp","LB12HL","AB","AreatoBMIS",30727891,"HILIC_FS",60.9,753.7,45900.33,669.448149937048
"278","trans Hydroxyl proline",NA,"Smp","LB12HL","CD","AreatoBMIS",32726889,"HILIC_FS",65.1,753.7,49065.87,666.999056574356
"279","trans Hydroxyl proline",NA,"Smp","LB12HL","EF","AreatoBMIS",29260997,"HILIC_FS",67.8,753.7,51100.86,572.612613564625
"280","trans Hydroxyl proline",NA,"Smp","RB12HL","AB","AreatoBMIS",96621813,"HILIC_FS",227.3,753.7,171316.01,563.997568003131
"281","trans Hydroxyl proline",NA,"Smp","RB12HL","CD","AreatoBMIS",85124805,"HILIC_FS",196.2,753.7,147875.94,575.650136188483
"282","trans Hydroxyl proline",NA,"Smp","RB12HL","EF","AreatoBMIS",81474893,"HILIC_FS",200.8,753.7,151342.96,538.346104767609
"283","trans Hydroxyl proline",NA,"Smp","LB12LL","AB","AreatoBMIS",23805469,"HILIC_FS",57.4,753.7,43262.38,550.257960842654
"284","trans Hydroxyl proline",NA,"Smp","LB12LL","CD","AreatoBMIS",19282441,"HILIC_FS",50.3,753.7,37911.11,508.622432843565
"285","trans Hydroxyl proline",NA,"Smp","LB12LL","EF","AreatoBMIS",25519131,"HILIC_FS",58.5,753.7,44091.45,578.777313969035
"286","trans Hydroxyl proline",NA,"Smp","RB12LL","AB","AreatoBMIS",73512261,"HILIC_FS",215.5,753.7,162422.35,452.599417506273
"287","trans Hydroxyl proline",NA,"Smp","RB12LL","CD","AreatoBMIS",66293509,"HILIC_FS",201.7,753.7,152021.29,436.080426629717
"288","trans Hydroxyl proline",NA,"Smp","RB12LL","EF","AreatoBMIS",73547253,"HILIC_FS",255.4,753.7,192494.98,382.073615634028
"289","Dimethyl Glycine",NA,"Smp","RB12HL","AB","AreatoBMIS",105286194,"HILIC_FS",227.3,753.7,171316.01,614.572998752422
"290","Dimethyl Glycine",NA,"Smp","RB12HL","CD","AreatoBMIS",111318954,"HILIC_FS",196.2,753.7,147875.94,752.786112466977
"291","Dimethyl Glycine",NA,"Smp","RB12HL","EF","AreatoBMIS",134231794,"HILIC_FS",200.8,753.7,151342.96,886.937813295049
"292","Dimethyl Glycine",NA,"Smp","RB12LL","AB","AreatoBMIS",171303090,"HILIC_FS",215.5,753.7,162422.35,1054.67683480752
"293","Dimethyl Glycine",NA,"Smp","RB12LL","CD","AreatoBMIS",147022594,"HILIC_FS",201.7,753.7,152021.29,967.118447685847
"294","Dimethyl Glycine",NA,"Smp","RB12LL","EF","AreatoBMIS",173108498,"HILIC_FS",255.4,753.7,192494.98,899.288376247526
"295","Chitobiose",NA,"Smp","LB12HL","AB","AreatoBMIS",812195,"HILIC_FS",60.9,753.7,45900.33,17.6947529571138
"296","Chitobiose",NA,"Smp","LB12HL","CD","AreatoBMIS",1308367,"HILIC_FS",65.1,753.7,49065.87,26.6655212676347
"297","Chitobiose",NA,"Smp","LB12HL","EF","AreatoBMIS",1101178,"HILIC_FS",67.8,753.7,51100.86,21.5491089582445
"298","Chitobiose",NA,"Smp","RB12HL","AB","AreatoBMIS",2385888,"HILIC_FS",227.3,753.7,171316.01,13.9268244690032
"299","Chitobiose",NA,"Smp","RB12HL","CD","AreatoBMIS",2358527,"HILIC_FS",196.2,753.7,147875.94,15.9493626887511
"300","Chitobiose",NA,"Smp","RB12HL","EF","AreatoBMIS",3073768,"HILIC_FS",200.8,753.7,151342.96,20.3099503273889
"301","Chitobiose",NA,"Smp","LB12LL","AB","AreatoBMIS",2890032,"HILIC_FS",57.4,753.7,43262.38,66.8024274207753
"302","Chitobiose",NA,"Smp","LB12LL","CD","AreatoBMIS",1698615,"HILIC_FS",50.3,753.7,37911.11,44.805203540598
"303","Chitobiose",NA,"Smp","LB12LL","EF","AreatoBMIS",2713029,"HILIC_FS",58.5,753.7,44091.45,61.5318616194296
"304","Chitobiose",NA,"Smp","RB12LL","AB","AreatoBMIS",5993601,"HILIC_FS",215.5,753.7,162422.35,36.9013316209253
"305","Chitobiose",NA,"Smp","RB12LL","CD","AreatoBMIS",5444341,"HILIC_FS",201.7,753.7,152021.29,35.813016716277
"306","Chitobiose",NA,"Smp","RB12LL","EF","AreatoBMIS",5692320,"HILIC_FS",255.4,753.7,192494.98,29.5712646636291
"307","Glutathione",NA,"Smp","LB12HL","CD","AreatoBMIS",3041036,"HILIC_FS",65.1,753.7,49065.87,61.9786421803995
"308","Glutathione",NA,"Smp","RB12HL","AB","AreatoBMIS",16978101,"HILIC_FS",227.3,753.7,171316.01,99.1039950089895
"309","Glutathione",NA,"Smp","RB12HL","CD","AreatoBMIS",4954917,"HILIC_FS",196.2,753.7,147875.94,33.5072561499863
"310","Glutathione",NA,"Smp","RB12HL","EF","AreatoBMIS",3736341,"HILIC_FS",200.8,753.7,151342.96,24.6879075181297
"311","Glutathione",NA,"Smp","RB12LL","EF","AreatoBMIS",4159075,"HILIC_FS",255.4,753.7,192494.98,21.6061478590247
"312","Cystathionine",NA,"Smp","LB12HL","AB","AreatoBMIS",1974721,"HILIC_FS",60.9,753.7,45900.33,43.0219347006873
"313","Cystathionine",NA,"Smp","LB12HL","CD","AreatoBMIS",1658832,"HILIC_FS",65.1,753.7,49065.87,33.8082663162805
"314","Cystathionine",NA,"Smp","LB12HL","EF","AreatoBMIS",1984228,"HILIC_FS",67.8,753.7,51100.86,38.8296400491107
"315","Cystathionine",NA,"Smp","RB12HL","AB","AreatoBMIS",202613,"HILIC_FS",227.3,753.7,171316.01,1.18268572797137
"316","Cystathionine",NA,"Smp","RB12HL","CD","AreatoBMIS",125810,"HILIC_FS",196.2,753.7,147875.94,0.850780728764936
"317","Cystathionine",NA,"Smp","RB12HL","EF","AreatoBMIS",155664,"HILIC_FS",200.8,753.7,151342.96,1.02855131153772
"318","Cystathionine",NA,"Smp","LB12LL","AB","AreatoBMIS",759687,"HILIC_FS",57.4,753.7,43262.38,17.559990920518
"319","Cystathionine",NA,"Smp","LB12LL","CD","AreatoBMIS",747409,"HILIC_FS",50.3,753.7,37911.11,19.7147749037156
"320","Cystathionine",NA,"Smp","LB12LL","EF","AreatoBMIS",598264,"HILIC_FS",58.5,753.7,44091.45,13.5687077653377
"321","Adenosyl Homocysteine",NA,"Smp","LB12HL","AB","AreatoBMIS",198543355,"HILIC_FS",60.9,753.7,45900.33,4325.5321911629
"322","Adenosyl Homocysteine",NA,"Smp","LB12HL","CD","AreatoBMIS",172286763,"HILIC_FS",65.1,753.7,49065.87,3511.33614873231
"323","Adenosyl Homocysteine",NA,"Smp","LB12HL","EF","AreatoBMIS",188253483,"HILIC_FS",67.8,753.7,51100.86,3683.95919364175
"324","Adenosyl Homocysteine",NA,"Smp","RB12HL","AB","AreatoBMIS",38626171,"HILIC_FS",227.3,753.7,171316.01,225.467374590384
"325","Adenosyl Homocysteine",NA,"Smp","RB12HL","CD","AreatoBMIS",40638199,"HILIC_FS",196.2,753.7,147875.94,274.812785636392
"326","Adenosyl Homocysteine",NA,"Smp","RB12HL","EF","AreatoBMIS",36745447,"HILIC_FS",200.8,753.7,151342.96,242.795878975804
"327","Adenosyl Homocysteine",NA,"Smp","LB12LL","AB","AreatoBMIS",188437467,"HILIC_FS",57.4,753.7,43262.38,4355.68886871226
"328","Adenosyl Homocysteine",NA,"Smp","LB12LL","CD","AreatoBMIS",125756083,"HILIC_FS",50.3,753.7,37911.11,3317.13007084203
"329","Adenosyl Homocysteine",NA,"Smp","LB12LL","EF","AreatoBMIS",128440339,"HILIC_FS",58.5,753.7,44091.45,2913.0441162629
"330","Adenosyl Homocysteine",NA,"Smp","RB12LL","AB","AreatoBMIS",78483883,"HILIC_FS",215.5,753.7,162422.35,483.208640929035
"331","Adenosyl Homocysteine",NA,"Smp","RB12LL","CD","AreatoBMIS",65576895,"HILIC_FS",201.7,753.7,152021.29,431.366521097144
"332","Adenosyl Homocysteine",NA,"Smp","RB12LL","EF","AreatoBMIS",83038499,"HILIC_FS",255.4,753.7,192494.98,431.38007547002
"333","DHAP",NA,"Smp","RB12HL","AB","AreatoBMIS",1195155,"HILIC_FS",227.3,753.7,171316.01,6.9763182086718
"334","DHAP",NA,"Smp","RB12HL","CD","AreatoBMIS",999218,"HILIC_FS",196.2,753.7,147875.94,6.75713709748861
"335","DHAP",NA,"Smp","RB12HL","EF","AreatoBMIS",998563,"HILIC_FS",200.8,753.7,151342.96,6.59801420561617
"336","DHAP",NA,"Smp","RB12LL","AB","AreatoBMIS",367004,"HILIC_FS",215.5,753.7,162422.35,2.25956587871066
"337","DHAP",NA,"Smp","RB12LL","CD","AreatoBMIS",274605,"HILIC_FS",201.7,753.7,152021.29,1.80635883302924
"338","DHAP",NA,"Smp","RB12LL","EF","AreatoBMIS",496610,"HILIC_FS",255.4,753.7,192494.98,2.57985948516683
"339","Crotonyl CoA",NA,"Smp","RB12HL","AB","AreatoBMIS",30249,"HILIC_FS",227.3,753.7,171316.01,0.176568436306683
"340","Crotonyl CoA",NA,"Smp","RB12HL","CD","AreatoBMIS",23039,"HILIC_FS",196.2,753.7,147875.94,0.155799516811186
"341","Crotonyl CoA",NA,"Smp","RB12HL","EF","AreatoBMIS",22860,"HILIC_FS",200.8,753.7,151342.96,0.151047660228134
"342","Hydroxybutyryl CoA",NA,"Smp","RB12HL","AB","AreatoBMIS",32359,"HILIC_FS",227.3,753.7,171316.01,0.188884856704286
"343","Hydroxybutyryl CoA",NA,"Smp","RB12HL","CD","AreatoBMIS",28033,"HILIC_FS",196.2,753.7,147875.94,0.189571068829723
"344","Hydroxybutyryl CoA",NA,"Smp","RB12HL","EF","AreatoBMIS",29894,"HILIC_FS",200.8,753.7,151342.96,0.197524879915128
"345","Propionyl CoA",NA,"Smp","RB12HL","AB","AreatoBMIS",34767,"HILIC_FS",227.3,753.7,171316.01,0.202940752589323
"346","Propionyl CoA",NA,"Smp","RB12HL","CD","AreatoBMIS",34786,"HILIC_FS",196.2,753.7,147875.94,0.235237726975734
"347","Propionyl CoA",NA,"Smp","RB12HL","EF","AreatoBMIS",38469,"HILIC_FS",200.8,753.7,151342.96,0.254184271273669
"348","ADP",NA,"Smp","LB12HL","AB","AreatoBMIS",1314400,"HILIC_FS",60.9,753.7,45900.33,28.6359596978932
"349","ADP",NA,"Smp","LB12HL","CD","AreatoBMIS",886486,"HILIC_FS",65.1,753.7,49065.87,18.0672634562477
"350","ADP",NA,"Smp","LB12HL","EF","AreatoBMIS",816759,"HILIC_FS",67.8,753.7,51100.86,15.9832730799443
"351","ADP",NA,"Smp","RB12HL","AB","AreatoBMIS",3837649,"HILIC_FS",227.3,753.7,171316.01,22.4009945130055
"352","ADP",NA,"Smp","RB12HL","CD","AreatoBMIS",2421718,"HILIC_FS",196.2,753.7,147875.94,16.3766871067734
"353","ADP",NA,"Smp","RB12HL","EF","AreatoBMIS",1874678,"HILIC_FS",200.8,753.7,151342.96,12.38695212516
"354","ADP",NA,"Smp","LB12LL","AB","AreatoBMIS",1038499,"HILIC_FS",57.4,753.7,43262.38,24.0046664099386
"355","ADP",NA,"Smp","LB12LL","CD","AreatoBMIS",711432,"HILIC_FS",50.3,753.7,37911.11,18.7657918747301
"356","ADP",NA,"Smp","LB12LL","EF","AreatoBMIS",1108154,"HILIC_FS",58.5,753.7,44091.45,25.1330813570431
"357","ADP",NA,"Smp","RB12LL","AB","AreatoBMIS",1814594,"HILIC_FS",215.5,753.7,162422.35,11.1720708387731
"358","ADP",NA,"Smp","RB12LL","CD","AreatoBMIS",1833483,"HILIC_FS",201.7,753.7,152021.29,12.0606988665864
"359","ADP",NA,"Smp","RB12LL","EF","AreatoBMIS",1933319,"HILIC_FS",255.4,753.7,192494.98,10.0434774974392
"360","GMP",NA,"Smp","LB12HL","AB","AreatoBMIS",56861,"HILIC_FS",60.9,753.7,45900.33,1.23879283656566
"361","GMP",NA,"Smp","LB12HL","CD","AreatoBMIS",126875,"HILIC_FS",65.1,753.7,49065.87,2.58580964731696
"362","GMP",NA,"Smp","LB12HL","EF","AreatoBMIS",176262,"HILIC_FS",67.8,753.7,51100.86,3.44929615665959
"363","GMP",NA,"Smp","RB12HL","AB","AreatoBMIS",1158290,"HILIC_FS",227.3,753.7,171316.01,6.76113108167765
"364","GMP",NA,"Smp","RB12HL","CD","AreatoBMIS",1010442,"HILIC_FS",196.2,753.7,147875.94,6.83303855921389
"365","GMP",NA,"Smp","RB12HL","EF","AreatoBMIS",1191431,"HILIC_FS",200.8,753.7,151342.96,7.8723912892942
"366","GMP",NA,"Smp","LB12LL","AB","AreatoBMIS",125221,"HILIC_FS",57.4,753.7,43262.38,2.89445472024424
"367","GMP",NA,"Smp","LB12LL","CD","AreatoBMIS",59331,"HILIC_FS",50.3,753.7,37911.11,1.56500297669997
"368","GMP",NA,"Smp","LB12LL","EF","AreatoBMIS",129577,"HILIC_FS",58.5,753.7,44091.45,2.9388237402036
"369","GMP",NA,"Smp","RB12LL","AB","AreatoBMIS",609423,"HILIC_FS",215.5,753.7,162422.35,3.7520883055811
"370","GMP",NA,"Smp","RB12LL","CD","AreatoBMIS",490799,"HILIC_FS",201.7,753.7,152021.29,3.22848858867071
"371","GMP",NA,"Smp","RB12LL","EF","AreatoBMIS",756845,"HILIC_FS",255.4,753.7,192494.98,3.93176486992024
"372","Heavy Threonine",NA,"Smp","LB12HL","AB","AreatoBMIS",3119049,"HILIC_FS",60.9,753.7,45900.33,67.9526487064472
"373","Heavy Threonine",NA,"Smp","LB12HL","CD","AreatoBMIS",2837986,"HILIC_FS",65.1,753.7,49065.87,57.8403277064077
"374","Heavy Threonine",NA,"Smp","LB12HL","EF","AreatoBMIS",3507550,"HILIC_FS",67.8,753.7,51100.86,68.6397450062484
"375","Heavy Threonine",NA,"Smp","RB12HL","AB","AreatoBMIS",13163434,"HILIC_FS",227.3,753.7,171316.01,76.8371502464948
"376","Heavy Threonine",NA,"Smp","RB12HL","CD","AreatoBMIS",12873449,"HILIC_FS",196.2,753.7,147875.94,87.0557373971723
"377","Heavy Threonine",NA,"Smp","RB12HL","EF","AreatoBMIS",13303472,"HILIC_FS",200.8,753.7,151342.96,87.902813583136
"378","Heavy Threonine",NA,"Smp","LB12LL","AB","AreatoBMIS",2331638,"HILIC_FS",57.4,753.7,43262.38,53.8952780683818
"379","Heavy Threonine",NA,"Smp","LB12LL","CD","AreatoBMIS",2146088,"HILIC_FS",50.3,753.7,37911.11,56.6084190096254
"380","Heavy Threonine",NA,"Smp","LB12LL","EF","AreatoBMIS",2806569,"HILIC_FS",58.5,753.7,44091.45,63.6533613659791
"381","Heavy Threonine",NA,"Smp","RB12LL","AB","AreatoBMIS",8863763,"HILIC_FS",215.5,753.7,162422.35,54.5723110150789
"382","Heavy Threonine",NA,"Smp","RB12LL","CD","AreatoBMIS",7865566,"HILIC_FS",201.7,753.7,152021.29,51.7398977472169
"383","Heavy Threonine",NA,"Smp","RB12LL","EF","AreatoBMIS",10414495,"HILIC_FS",255.4,753.7,192494.98,54.1026836128402
"384","cAMP",NA,"Smp","LB12HL","AB","AreatoBMIS",118989,"HILIC_FS",60.9,753.7,45900.33,2.59233430347886
"385","cAMP",NA,"Smp","LB12HL","CD","AreatoBMIS",136432,"HILIC_FS",65.1,753.7,49065.87,2.78058862504629
