"","Compound.Name","Note","type","SampID","replicate","FinalBMIS","BMISdArea","DatOrg","Flu","RF","cell/mL","BMISd_Normed"
"582","DHAP","BackFilled","Smp","LB12LL","EF","AreatoBMIS",161449,"HILIC_FS",58.5,753.7,44091.45,3.66168497520494
"583","Crotonyl CoA","BackFilled","Smp","LB12HL","AB","AreatoBMIS",17962,"HILIC_FS",60.9,753.7,45900.33,0.391326162578788
"584","Crotonyl CoA","BackFilled","Smp","LB12HL","CD","AreatoBMIS",17962,"HILIC_FS",65.1,753.7,49065.87,0.366079313380156
"585","Crotonyl CoA","BackFilled","Smp","LB12HL","EF","AreatoBMIS",17962,"HILIC_FS",67.8,753.7,51100.86,0.351500933643778
"586","Crotonyl CoA","BackFilled","Smp","LB12LL","AB","AreatoBMIS",17962,"HILIC_FS",57.4,753.7,43262.38,0.415187513955543
"587","Crotonyl CoA","BackFilled","Smp","LB12LL","CD","AreatoBMIS",17962,"HILIC_FS",50.3,753.7,37911.11,0.473792510955232
"588","Crotonyl CoA","BackFilled","Smp","LB12LL","EF","AreatoBMIS",17962,"HILIC_FS",58.5,753.7,44091.45,0.407380569248687
"589","Crotonyl CoA","BackFilled","Smp","RB12LL","AB","AreatoBMIS",17962,"HILIC_FS",215.5,753.7,162422.35,0.110588228775165
"590","Crotonyl CoA","BackFilled","Smp","RB12LL","CD","AreatoBMIS",17962,"HILIC_FS",201.7,753.7,152021.29,0.118154503227804
"591","Crotonyl CoA","BackFilled","Smp","RB12LL","EF","AreatoBMIS",17962,"HILIC_FS",255.4,753.7,192494.98,0.09331152427975
"592","Hydroxybutyryl CoA","BackFilled","Smp","LB12HL","AB","AreatoBMIS",3151,"HILIC_FS",60.9,753.7,45900.33,0.068648743919706
"593","Hydroxybutyryl CoA","BackFilled","Smp","LB12HL","CD","AreatoBMIS",3151,"HILIC_FS",65.1,753.7,49065.87,0.0642197926990798
"594","Hydroxybutyryl CoA","BackFilled","Smp","LB12HL","EF","AreatoBMIS",3151,"HILIC_FS",67.8,753.7,51100.86,0.0616623673261076
"595","Hydroxybutyryl CoA","BackFilled","Smp","LB12LL","AB","AreatoBMIS",3151,"HILIC_FS",57.4,753.7,43262.38,0.0728346429392003
"596","Hydroxybutyryl CoA","BackFilled","Smp","LB12LL","CD","AreatoBMIS",3151,"HILIC_FS",50.3,753.7,37911.11,0.083115477230817
"597","Hydroxybutyryl CoA","BackFilled","Smp","LB12LL","EF","AreatoBMIS",3151,"HILIC_FS",58.5,753.7,44091.45,0.071465102644617
"598","Hydroxybutyryl CoA","BackFilled","Smp","RB12LL","AB","AreatoBMIS",3151,"HILIC_FS",215.5,753.7,162422.35,0.0194000394650121
"599","Hydroxybutyryl CoA","BackFilled","Smp","RB12LL","CD","AreatoBMIS",3151,"HILIC_FS",201.7,753.7,152021.29,0.0207273599638577
"600","Hydroxybutyryl CoA","BackFilled","Smp","RB12LL","EF","AreatoBMIS",3151,"HILIC_FS",255.4,753.7,192494.98,0.0163692580450669
"601","Propionyl CoA","BackFilled","Smp","LB12HL","AB","AreatoBMIS",2161,"HILIC_FS",60.9,753.7,45900.33,0.0470802715361741
"602","Propionyl CoA","BackFilled","Smp","LB12HL","CD","AreatoBMIS",2161,"HILIC_FS",65.1,753.7,49065.87,0.0440428346628726
"603","Propionyl CoA","BackFilled","Smp","LB12HL","EF","AreatoBMIS",2161,"HILIC_FS",67.8,753.7,51100.86,0.0422889164683334
"604","Propionyl CoA","BackFilled","Smp","LB12LL","AB","AreatoBMIS",2161,"HILIC_FS",57.4,753.7,43262.38,0.049951019800575
"605","Propionyl CoA","BackFilled","Smp","LB12LL","CD","AreatoBMIS",2161,"HILIC_FS",50.3,753.7,37911.11,0.0570017601700399
"606","Propionyl CoA","BackFilled","Smp","LB12LL","EF","AreatoBMIS",2161,"HILIC_FS",58.5,753.7,44091.45,0.0490117698556069
"607","Propionyl CoA","BackFilled","Smp","RB12LL","AB","AreatoBMIS",2161,"HILIC_FS",215.5,753.7,162422.35,0.0133048191951416
"608","Propionyl CoA","BackFilled","Smp","RB12LL","CD","AreatoBMIS",2161,"HILIC_FS",201.7,753.7,152021.29,0.0142151142119633
"609","Propionyl CoA","BackFilled","Smp","RB12LL","EF","AreatoBMIS",2161,"HILIC_FS",255.4,753.7,192494.98,0.0112262667836844
"610","cGMP","BackFilled","Smp","LB12HL","EF","AreatoBMIS",24649,"HILIC_FS",67.8,753.7,51100.86,0.482359788074017
"611","cGMP","BackFilled","Smp","LB12LL","AB","AreatoBMIS",24649,"HILIC_FS",57.4,753.7,43262.38,0.569755986610076
"612","cGMP","BackFilled","Smp","LB12LL","CD","AreatoBMIS",24649,"HILIC_FS",50.3,753.7,37911.11,0.65017879982939
"613","cGMP","BackFilled","Smp","LB12LL","EF","AreatoBMIS",24649,"HILIC_FS",58.5,753.7,44091.45,0.559042626178091
"614","cGMP","BackFilled","Smp","RB12LL","AB","AreatoBMIS",24649,"HILIC_FS",215.5,753.7,162422.35,0.151758671143473
"615","cGMP","BackFilled","Smp","RB12LL","CD","AreatoBMIS",24649,"HILIC_FS",201.7,753.7,152021.29,0.162141763170145
"616","cGMP","BackFilled","Smp","RB12LL","EF","AreatoBMIS",24649,"HILIC_FS",255.4,753.7,192494.98,0.128050092527088
"617","Picolinic Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",3162658,"HILIC_FS",57.4,753.7,43262.38,73.1041149377357
"618","Picolinic Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",3162658,"HILIC_FS",50.3,753.7,37911.11,83.4229860323267
"619","Picolinic Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",3162658,"HILIC_FS",58.5,753.7,44091.45,71.7295076483082
"620","Adenine","BackFilled","Smp","LB12HL","AB","AreatoBMIS",182554,"HILIC_FS",60.9,753.7,45900.33,3.9771827348518
"621","Adenine","BackFilled","Smp","LB12HL","CD","AreatoBMIS",182554,"HILIC_FS",65.1,753.7,49065.87,3.72059030034523
"622","Adenine","BackFilled","Smp","LB12HL","EF","AreatoBMIS",182554,"HILIC_FS",67.8,753.7,51100.86,3.572425199889
"623","Adenine","BackFilled","Smp","LB12LL","AB","AreatoBMIS",182554,"HILIC_FS",57.4,753.7,43262.38,4.21969387722081
"624","Adenine","BackFilled","Smp","LB12LL","CD","AreatoBMIS",182554,"HILIC_FS",50.3,753.7,37911.11,4.81531667102335
"625","Adenine","BackFilled","Smp","LB12LL","EF","AreatoBMIS",182554,"HILIC_FS",58.5,753.7,44091.45,4.1403492060252
"626","Adenine","BackFilled","Smp","RB12LL","AB","AreatoBMIS",182554,"HILIC_FS",215.5,753.7,162422.35,1.12394630418782
"627","Adenine","BackFilled","Smp","RB12LL","CD","AreatoBMIS",182554,"HILIC_FS",201.7,753.7,152021.29,1.2008449605973
"628","Adenine","BackFilled","Smp","RB12LL","EF","AreatoBMIS",182554,"HILIC_FS",255.4,753.7,192494.98,0.948357198717598
"629","Guanine","BackFilled","Smp","LB12LL","AB","AreatoBMIS",180388,"HILIC_FS",57.4,753.7,43262.38,4.169627283566
"630","Guanine","BackFilled","Smp","LB12LL","CD","AreatoBMIS",180388,"HILIC_FS",50.3,753.7,37911.11,4.75818302339341
"631","Guanine","BackFilled","Smp","LB12LL","EF","AreatoBMIS",180388,"HILIC_FS",58.5,753.7,44091.45,4.09122403549895
"632","Guanine","BackFilled","Smp","RB12LL","AB","AreatoBMIS",180388,"HILIC_FS",215.5,753.7,162422.35,1.11061070105192
"633","Guanine","BackFilled","Smp","RB12LL","CD","AreatoBMIS",180388,"HILIC_FS",201.7,753.7,152021.29,1.18659695625527
"634","Guanine","BackFilled","Smp","RB12LL","EF","AreatoBMIS",180388,"HILIC_FS",255.4,753.7,192494.98,0.937104957230573
"635","Cytidine","BackFilled","Smp","LB12HL","AB","AreatoBMIS",3022,"HILIC_FS",60.9,753.7,45900.33,0.0658383066091246
"636","Cytidine","BackFilled","Smp","LB12HL","CD","AreatoBMIS",3022,"HILIC_FS",65.1,753.7,49065.87,0.0615906739246649
"637","Cytidine","BackFilled","Smp","LB12HL","EF","AreatoBMIS",3022,"HILIC_FS",67.8,753.7,51100.86,0.0591379479719128
"638","Cytidine","BackFilled","Smp","RB12HL","AB","AreatoBMIS",3022,"HILIC_FS",227.3,753.7,171316.01,0.0176399158490791
"639","Cytidine","BackFilled","Smp","RB12HL","CD","AreatoBMIS",3022,"HILIC_FS",196.2,753.7,147875.94,0.0204360492991625
"640","Cytidine","BackFilled","Smp","RB12HL","EF","AreatoBMIS",3022,"HILIC_FS",200.8,753.7,151342.96,0.0199678927913132
"641","Cytidine","BackFilled","Smp","LB12LL","AB","AreatoBMIS",3022,"HILIC_FS",57.4,753.7,43262.38,0.0698528374999249
"642","Cytidine","BackFilled","Smp","LB12LL","CD","AreatoBMIS",3022,"HILIC_FS",50.3,753.7,37911.11,0.0797127807653218
"643","Cytidine","BackFilled","Smp","LB12LL","EF","AreatoBMIS",3022,"HILIC_FS",58.5,753.7,44091.45,0.0685393653418066
"644","Cytidine","BackFilled","Smp","RB12LL","AB","AreatoBMIS",3022,"HILIC_FS",215.5,753.7,162422.35,0.0186058137934835
"645","Cytidine","BackFilled","Smp","RB12LL","CD","AreatoBMIS",3022,"HILIC_FS",201.7,753.7,152021.29,0.0198787946083078
"646","Cytidine","BackFilled","Smp","RB12LL","EF","AreatoBMIS",3022,"HILIC_FS",255.4,753.7,192494.98,0.0156991106988868
"647","Aconitic Acid","BackFilled","Smp","LB12HL","AB","AreatoBMIS",203059,"HILIC_FS",60.9,753.7,45900.33,4.4239115492198
"648","Aconitic Acid","BackFilled","Smp","LB12HL","CD","AreatoBMIS",203059,"HILIC_FS",65.1,753.7,49065.87,4.13849790088304
"649","Aconitic Acid","BackFilled","Smp","LB12HL","EF","AreatoBMIS",203059,"HILIC_FS",67.8,753.7,51100.86,3.9736904623523
"650","Aconitic Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",203059,"HILIC_FS",57.4,753.7,43262.38,4.69366225344052
"651","Aconitic Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",203059,"HILIC_FS",50.3,753.7,37911.11,5.3561871440852
"652","Aconitic Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",203059,"HILIC_FS",58.5,753.7,44091.45,4.60540535636728
"653","Aconitic Acid","BackFilled","Smp","RB12LL","AB","AreatoBMIS",203059,"HILIC_FS",215.5,753.7,162422.35,1.25019124523195
"654","Aconitic Acid","BackFilled","Smp","RB12LL","CD","AreatoBMIS",203059,"HILIC_FS",201.7,753.7,152021.29,1.33572738397365
"655","Aconitic Acid","BackFilled","Smp","RB12LL","EF","AreatoBMIS",203059,"HILIC_FS",255.4,753.7,192494.98,1.05487945711623
"656","Fumaric Acid","BackFilled","Smp","LB12HL","AB","AreatoBMIS",434749,"HILIC_FS",60.9,753.7,45900.33,9.47158767703849
"657","Fumaric Acid","BackFilled","Smp","LB12HL","CD","AreatoBMIS",434749,"HILIC_FS",65.1,753.7,49065.87,8.86051750432633
"658","Fumaric Acid","BackFilled","Smp","LB12HL","EF","AreatoBMIS",434749,"HILIC_FS",67.8,753.7,51100.86,8.50766503733988
"659","Fumaric Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",434749,"HILIC_FS",57.4,753.7,43262.38,10.0491235110043
"660","Fumaric Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",434749,"HILIC_FS",50.3,753.7,37911.11,11.4675882610665
"661","Fumaric Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",434749,"HILIC_FS",58.5,753.7,44091.45,9.86016563301955
"662","Fumaric Acid","BackFilled","Smp","RB12LL","AB","AreatoBMIS",434749,"HILIC_FS",215.5,753.7,162422.35,2.67665749202619
"663","Fumaric Acid","BackFilled","Smp","RB12LL","CD","AreatoBMIS",434749,"HILIC_FS",201.7,753.7,152021.29,2.85979023069729
"664","Fumaric Acid","BackFilled","Smp","RB12LL","EF","AreatoBMIS",434749,"HILIC_FS",255.4,753.7,192494.98,2.25849526049978
"665","Ketoglutaric Acid","BackFilled","Smp","LB12HL","AB","AreatoBMIS",1903663,"HILIC_FS",60.9,753.7,45900.33,41.4738412556075
"666","Ketoglutaric Acid","BackFilled","Smp","LB12HL","CD","AreatoBMIS",1903663,"HILIC_FS",65.1,753.7,49065.87,38.7981095616974
"667","Ketoglutaric Acid","BackFilled","Smp","LB12HL","EF","AreatoBMIS",1903663,"HILIC_FS",67.8,753.7,51100.86,37.2530521012758
"668","Ketoglutaric Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",1903663,"HILIC_FS",57.4,753.7,43262.38,44.0027340150958
"669","Ketoglutaric Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",1903663,"HILIC_FS",50.3,753.7,37911.11,50.2138555162326
"670","Ketoglutaric Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",1903663,"HILIC_FS",58.5,753.7,44091.45,43.1753321789145
"671","Ketoglutaric Acid","BackFilled","Smp","RB12LL","AB","AreatoBMIS",1903663,"HILIC_FS",215.5,753.7,162422.35,11.7204498026288
"672","Ketoglutaric Acid","BackFilled","Smp","RB12LL","CD","AreatoBMIS",1903663,"HILIC_FS",201.7,753.7,152021.29,12.5223447321096
"673","Ketoglutaric Acid","BackFilled","Smp","RB12LL","EF","AreatoBMIS",1903663,"HILIC_FS",255.4,753.7,192494.98,9.88941633698707
"674","Orotic Acid","BackFilled","Smp","LB12HL","AB","AreatoBMIS",462898,"HILIC_FS",60.9,753.7,45900.33,10.0848512418102
"675","Orotic Acid","BackFilled","Smp","LB12HL","CD","AreatoBMIS",462898,"HILIC_FS",65.1,753.7,49065.87,9.43421567782249
"676","Orotic Acid","BackFilled","Smp","LB12HL","EF","AreatoBMIS",462898,"HILIC_FS",67.8,753.7,51100.86,9.05851682339593
"677","Orotic Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",462898,"HILIC_FS",57.4,753.7,43262.38,10.6997811955792
"678","Orotic Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",462898,"HILIC_FS",50.3,753.7,37911.11,12.2100882828279
"679","Orotic Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",462898,"HILIC_FS",58.5,753.7,44091.45,10.4985887286537
"680","Muramic Acid","BackFilled","Smp","LB12HL","AB","AreatoBMIS",291523,"HILIC_FS",60.9,753.7,45900.33,6.35121795420643
"681","Muramic Acid","BackFilled","Smp","LB12HL","CD","AreatoBMIS",291523,"HILIC_FS",65.1,753.7,49065.87,5.94146195716085
"682","Muramic Acid","BackFilled","Smp","LB12HL","EF","AreatoBMIS",291523,"HILIC_FS",67.8,753.7,51100.86,5.70485506506153
"683","Muramic Acid","BackFilled","Smp","RB12HL","AB","AreatoBMIS",291523,"HILIC_FS",227.3,753.7,171316.01,1.70166816282962
"684","Muramic Acid","BackFilled","Smp","RB12HL","CD","AreatoBMIS",291523,"HILIC_FS",196.2,753.7,147875.94,1.97140251483778
"685","Muramic Acid","BackFilled","Smp","RB12HL","EF","AreatoBMIS",291523,"HILIC_FS",200.8,753.7,151342.96,1.92624090344209
"686","Muramic Acid","BackFilled","Smp","LB12LL","AB","AreatoBMIS",291523,"HILIC_FS",57.4,753.7,43262.38,6.73848734165804
"687","Muramic Acid","BackFilled","Smp","LB12LL","CD","AreatoBMIS",291523,"HILIC_FS",50.3,753.7,37911.11,7.6896455946555
"688","Muramic Acid","BackFilled","Smp","LB12LL","EF","AreatoBMIS",291523,"HILIC_FS",58.5,753.7,44091.45,6.61178074207131
"689","Muramic Acid","BackFilled","Smp","RB12LL","AB","AreatoBMIS",291523,"HILIC_FS",215.5,753.7,162422.35,1.79484535225602
"690","Muramic Acid","BackFilled","Smp","RB12LL","CD","AreatoBMIS",291523,"HILIC_FS",201.7,753.7,152021.29,1.9176458771005
"691","Muramic Acid","BackFilled","Smp","RB12LL","EF","AreatoBMIS",291523,"HILIC_FS",255.4,753.7,192494.98,1.51444468837577
"692","Riboflavin Monophosphate","BackFilled","Smp","LB12HL","AB","AreatoBMIS",36916,"HILIC_FS",60.9,753.7,45900.33,0.804264370212589
"693","Riboflavin Monophosphate","BackFilled","Smp","LB12HL","CD","AreatoBMIS",36916,"HILIC_FS",65.1,753.7,49065.87,0.752376346327906
"694","Riboflavin Monophosphate","BackFilled","Smp","LB12HL","EF","AreatoBMIS",36916,"HILIC_FS",67.8,753.7,51100.86,0.722414456429892
"695","Riboflavin Monophosphate","BackFilled","Smp","LB12LL","AB","AreatoBMIS",36916,"HILIC_FS",57.4,753.7,43262.38,0.853304880591405
"696","Riboflavin Monophosphate","BackFilled","Smp","LB12LL","CD","AreatoBMIS",36916,"HILIC_FS",50.3,753.7,37911.11,0.973751493955202
"697","Riboflavin Monophosphate","BackFilled","Smp","LB12LL","EF","AreatoBMIS",36916,"HILIC_FS",58.5,753.7,44091.45,0.837259831554644
"698","Riboflavin Monophosphate","BackFilled","Smp","RB12LL","AB","AreatoBMIS",36916,"HILIC_FS",215.5,753.7,162422.35,0.227283991396504
"699","Riboflavin Monophosphate","BackFilled","Smp","RB12LL","CD","AreatoBMIS",36916,"HILIC_FS",201.7,753.7,152021.29,0.242834408259527
"700","Ribose 5 phosphate","BackFilled","Smp","LB12HL","AB","AreatoBMIS",107026,"HILIC_FS",60.9,753.7,45900.33,2.33170436900998
"701","Ribose 5 phosphate","BackFilled","Smp","LB12HL","CD","AreatoBMIS",107026,"HILIC_FS",65.1,753.7,49065.87,2.18127182907386
"702","Ribose 5 phosphate","BackFilled","Smp","LB12HL","EF","AreatoBMIS",107026,"HILIC_FS",67.8,753.7,51100.86,2.09440702172136
"703","Ribose 5 phosphate","BackFilled","Smp","LB12LL","AB","AreatoBMIS",107026,"HILIC_FS",57.4,753.7,43262.38,2.47388146468132
"704","Ribose 5 phosphate","BackFilled","Smp","LB12LL","CD","AreatoBMIS",107026,"HILIC_FS",50.3,753.7,37911.11,2.82307745671388
"705","Ribose 5 phosphate","BackFilled","Smp","LB12LL","EF","AreatoBMIS",107026,"HILIC_FS",58.5,753.7,44091.45,2.42736403543091
"706","Ribose 5 phosphate","BackFilled","Smp","RB12LL","AB","AreatoBMIS",107026,"HILIC_FS",215.5,753.7,162422.35,0.65893640869006
"707","Ribose 5 phosphate","BackFilled","Smp","RB12LL","CD","AreatoBMIS",107026,"HILIC_FS",201.7,753.7,152021.29,0.704019811961864
"708","Ribose 5 phosphate","BackFilled","Smp","RB12LL","EF","AreatoBMIS",107026,"HILIC_FS",255.4,753.7,192494.98,0.555993719940125
"709","Thiamine monophosphate","BackFilled","Smp","LB12HL","AB","AreatoBMIS",256618,"HILIC_FS",60.9,753.7,45900.33,5.59076590516887
"710","Thiamine monophosphate","BackFilled","Smp","LB12HL","CD","AreatoBMIS",256618,"HILIC_FS",65.1,753.7,49065.87,5.23007133064185
"711","Thiamine monophosphate","BackFilled","Smp","LB12HL","EF","AreatoBMIS",256618,"HILIC_FS",67.8,753.7,51100.86,5.02179415375788
"712","Thiamine monophosphate","BackFilled","Smp","LB12LL","AB","AreatoBMIS",256618,"HILIC_FS",57.4,753.7,43262.38,5.93166626524015
"713","Thiamine monophosphate","BackFilled","Smp","LB12LL","CD","AreatoBMIS",256618,"HILIC_FS",50.3,753.7,37911.11,6.76893923707325
"714","Thiamine monophosphate","BackFilled","Smp","LB12LL","EF","AreatoBMIS",256618,"HILIC_FS",58.5,753.7,44091.45,5.82013066025273
"715","Thiamine pyrophosphate","BackFilled","Smp","LB12HL","AB","AreatoBMIS",388963,"HILIC_FS",60.9,753.7,45900.33,8.47407850880375
"716","Thiamine pyrophosphate","BackFilled","Smp","LB12HL","CD","AreatoBMIS",388963,"HILIC_FS",65.1,753.7,49065.87,7.92736376630028
"717","Thiamine pyrophosphate","BackFilled","Smp","LB12HL","EF","AreatoBMIS",388963,"HILIC_FS",67.8,753.7,51100.86,7.61167228888124
"718","Thiamine pyrophosphate","BackFilled","Smp","LB12LL","AB","AreatoBMIS",388963,"HILIC_FS",57.4,753.7,43262.38,8.9907906129991
"719","Thiamine pyrophosphate","BackFilled","Smp","LB12LL","CD","AreatoBMIS",388963,"HILIC_FS",50.3,753.7,37911.11,10.2598684132435
"720","Thiamine pyrophosphate","BackFilled","Smp","LB12LL","EF","AreatoBMIS",388963,"HILIC_FS",58.5,753.7,44091.45,8.82173301172903
"721","Acetyl CoA",NA,"Smp","RB12HL","AB","13C Acetyl CoA.Norm.Area",72347.0215851899,"HILIC_FS",227.3,753.7,171316.01,0.422301579316433
"722","Acetyl CoA",NA,"Smp","RB12HL","CD","13C Acetyl CoA.Norm.Area",57684.1510785226,"HILIC_FS",196.2,753.7,147875.94,0.39008476347486
"723","Acetyl CoA",NA,"Smp","RB12HL","EF","13C Acetyl CoA.Norm.Area",57639.1260955803,"HILIC_FS",200.8,753.7,151342.96,0.380851055745046
"724","AMP",NA,"Smp","LB12HL","AB","13C Acetyl CoA.Norm.Area",1823922.4089953,"HILIC_FS",60.9,753.7,45900.33,39.7365859677981
"725","AMP",NA,"Smp","LB12HL","CD","13C Acetyl CoA.Norm.Area",5692565.59387129,"HILIC_FS",65.1,753.7,49065.87,116.018845561513
"726","AMP",NA,"Smp","LB12HL","EF","13C Acetyl CoA.Norm.Area",1882010.44103347,"HILIC_FS",67.8,753.7,51100.86,36.8293300941212
"727","AMP",NA,"Smp","RB12HL","AB","13C Acetyl CoA.Norm.Area",16955275.4428617,"HILIC_FS",227.3,753.7,171316.01,98.9707584414423
"728","AMP",NA,"Smp","RB12HL","CD","13C Acetyl CoA.Norm.Area",16879554.334207,"HILIC_FS",196.2,753.7,147875.94,114.146725520102
"729","AMP",NA,"Smp","RB12HL","EF","13C Acetyl CoA.Norm.Area",17791528.2335743,"HILIC_FS",200.8,753.7,151342.96,117.55768642013
"730","AMP",NA,"Smp","LB12LL","AB","13C Acetyl CoA.Norm.Area",797471.371097073,"HILIC_FS",57.4,753.7,43262.38,18.4333680000285
"731","AMP",NA,"Smp","LB12LL","CD","13C Acetyl CoA.Norm.Area",887307.5371967,"HILIC_FS",50.3,753.7,37911.11,23.4049474467168
"732","AMP",NA,"Smp","LB12LL","EF","13C Acetyl CoA.Norm.Area",1338154.03293471,"HILIC_FS",58.5,753.7,44091.45,30.3495129539789
"733","AMP",NA,"Smp","RB12LL","AB","13C Acetyl CoA.Norm.Area",10480681.57105,"HILIC_FS",215.5,753.7,162422.35,64.5273361150731
"734","AMP",NA,"Smp","RB12LL","CD","13C Acetyl CoA.Norm.Area",6370263.97917332,"HILIC_FS",201.7,753.7,152021.29,41.9037621584011
"735","AMP",NA,"Smp","RB12LL","EF","13C Acetyl CoA.Norm.Area",13972115.3969114,"HILIC_FS",255.4,753.7,192494.98,72.584310494286
"736","Acetyl CoA","BackFilled","Smp","LB12HL","AB","13C Acetyl CoA.Norm.Area",28511.0761087334,"HILIC_FS",60.9,753.7,45900.33,0.621151876440395
"737","Acetyl CoA","BackFilled","Smp","LB12HL","CD","13C Acetyl CoA.Norm.Area",70408.6665298018,"HILIC_FS",65.1,753.7,49065.87,1.43498253531022
"738","Acetyl CoA","BackFilled","Smp","LB12HL","EF","13C Acetyl CoA.Norm.Area",21392.9592667396,"HILIC_FS",67.8,753.7,51100.86,0.418641863693481
"739","Acetyl CoA","BackFilled","Smp","LB12LL","AB","13C Acetyl CoA.Norm.Area",34321.9938776405,"HILIC_FS",57.4,753.7,43262.38,0.7933450234971
"740","Acetyl CoA","BackFilled","Smp","LB12LL","CD","13C Acetyl CoA.Norm.Area",37338.4321855689,"HILIC_FS",50.3,753.7,37911.11,0.984894195542386
"741","Acetyl CoA","BackFilled","Smp","LB12LL","EF","13C Acetyl CoA.Norm.Area",45539.3651895286,"HILIC_FS",58.5,753.7,44091.45,1.03283891070783
"742","Acetyl CoA","BackFilled","Smp","RB12LL","AB","13C Acetyl CoA.Norm.Area",45050.5084469961,"HILIC_FS",215.5,753.7,162422.35,0.277366436620306
"743","Acetyl CoA","BackFilled","Smp","RB12LL","CD","13C Acetyl CoA.Norm.Area",37786.4468972406,"HILIC_FS",201.7,753.7,152021.29,0.248560230591653
"744","Acetyl CoA","BackFilled","Smp","RB12LL","EF","13C Acetyl CoA.Norm.Area",63841.7908928928,"HILIC_FS",255.4,753.7,192494.98,0.331654315831471
"745","Guanosine",NA,"Smp","LB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",1735294.91329171,"HILIC_FS",60.9,753.7,45900.33,37.8057175905209
"746","Guanosine",NA,"Smp","LB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",2465492.89857126,"HILIC_FS",65.1,753.7,49065.87,50.2486330838781
"747","Guanosine",NA,"Smp","LB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",2309404.40527183,"HILIC_FS",67.8,753.7,51100.86,45.1930633901627
"748","Guanosine",NA,"Smp","RB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",1140191.42988596,"HILIC_FS",227.3,753.7,171316.01,6.65548672237907
"749","Guanosine",NA,"Smp","RB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",1629571.54774897,"HILIC_FS",196.2,753.7,147875.94,11.0198558856091
"750","Guanosine",NA,"Smp","RB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",2299081.89872629,"HILIC_FS",200.8,753.7,151342.96,15.1912047889528
"751","Guanosine",NA,"Smp","LB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",786768.419209561,"HILIC_FS",57.4,753.7,43262.38,18.1859717197612
"752","Guanosine",NA,"Smp","LB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",441100.483455412,"HILIC_FS",50.3,753.7,37911.11,11.6351244649764
"753","Guanosine",NA,"Smp","LB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",679716.739605516,"HILIC_FS",58.5,753.7,44091.45,15.4160668248723
"754","Guanosine",NA,"Smp","RB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",928518.952074222,"HILIC_FS",215.5,753.7,162422.35,5.71669448246637
"755","Guanosine",NA,"Smp","RB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",951517.733800301,"HILIC_FS",201.7,753.7,152021.29,6.25910840383147
"756","Guanosine",NA,"Smp","RB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",676653.427621441,"HILIC_FS",255.4,753.7,192494.98,3.51517440933494
"757","Glucosylglycerol",NA,"Smp","LB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",77896.9953038463,"HILIC_FS",60.9,753.7,45900.33,1.69709009290012
"758","Glucosylglycerol",NA,"Smp","LB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",39098.2740792366,"HILIC_FS",65.1,753.7,49065.87,0.796852763015037
"759","Glucosylglycerol",NA,"Smp","LB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",36000.3387231291,"HILIC_FS",67.8,753.7,51100.86,0.704495750621988
"760","Glucosylglycerol",NA,"Smp","RB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",315154.538894414,"HILIC_FS",227.3,753.7,171316.01,1.83960937973289
"761","Glucosylglycerol",NA,"Smp","RB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",591550.056381984,"HILIC_FS",196.2,753.7,147875.94,4.00031307582548
"762","Glucosylglycerol",NA,"Smp","RB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",641021.618304056,"HILIC_FS",200.8,753.7,151342.96,4.23555623799122
"763","Glucosylglycerol",NA,"Smp","LB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",49605.1082374451,"HILIC_FS",57.4,753.7,43262.38,1.14661070975395
