time,lat,lon,depth,compound,treatment_type,eddy_vorticity,size_fraction_um,value
2017-07-04T08:55:04,25,25,25,Citric acid,B12,Cyclonic,0.2,1005403.495
2017-07-04T08:55:00,25,25,15,Citric acid,Time0,Cyclonic,0.2,1512299.172
2017-07-04T08:55:00,25,25,25,Citric acid,Control,Cyclonic,5,14899641.83
2017-07-04T08:55:00,25,25,25,Citric acid,DMB,Cyclonic,5,5405946.753
2017-07-04T08:55:01,25,25,25,Citric acid,DMBnoB12,Cyclonic,5,11439619.71
2017-07-04T08:55:02,25,25,25,Citric acid,DeepSeaWater,Cyclonic,5,27679647.77
2017-07-04T08:55:03,25,25,25,Citric acid,noB12,Cyclonic,5,19052441.2
2017-07-04T08:55:04,25,25,25,Citric acid,B12,Cyclonic,5,4374559.57
2017-07-04T08:55:00,25,25,15,Citric acid,Time0,Cyclonic,5,1138933.527
2017-10-04T16:00:00,27,27,25,Citric acid,Control,Anticyclonic,0.2,506905.3441
2017-10-04T16:00:01,27,27,25,Citric acid,DMB,Anticyclonic,0.2,713404.3656
2017-10-04T16:00:02,27,27,25,Citric acid,DMBnoB12,Anticyclonic,0.2,867135.2366
2017-10-04T16:00:03,27,27,25,Citric acid,DeepSeaWater,Anticyclonic,0.2,772723.7097
2017-10-04T16:00:04,27,27,25,Citric acid,noB12,Anticyclonic,0.2,996594.043
2017-10-04T16:00:05,27,27,25,Citric acid,B12,Anticyclonic,0.2,383867.0753
2017-10-04T16:00:06,27,27,15,Citric acid,Time0,Anticyclonic,0.2,425985.9892
2017-10-04T16:00:07,27,27,25,Citric acid,Control,Anticyclonic,5,2835505.559
2017-10-04T16:00:08,27,27,25,Citric acid,DMB,Anticyclonic,5,4845504.602
2017-10-04T16:00:09,27,27,25,Citric acid,DMBnoB12,Anticyclonic,5,8388723.667
2017-10-04T16:00:10,27,27,25,Citric acid,DeepSeaWater,Anticyclonic,5,7854063.452
2017-10-04T16:00:11,27,27,25,Citric acid,noB12,Anticyclonic,5,9625287.097
2017-10-04T16:00:12,27,27,25,Citric acid,B12,Anticyclonic,5,1011549.312
2017-10-04T16:00:13,27,27,15,Citric acid,Time0,Anticyclonic,5,644157.6667
2017-07-04T08:55:00,25,25,25,Citrulline,Control,Cyclonic,0.2,452319.8602
2017-07-04T08:55:00,25,25,25,Citrulline,DMB,Cyclonic,0.2,265595.0968
2017-07-04T08:55:01,25,25,25,Citrulline,DMBnoB12,Cyclonic,0.2,684453.7903
2017-07-04T08:55:02,25,25,25,Citrulline,DeepSeaWater,Cyclonic,0.2,1129107.516
2017-07-04T08:55:03,25,25,25,Citrulline,noB12,Cyclonic,0.2,721345.6882
2017-07-04T08:55:04,25,25,25,Citrulline,B12,Cyclonic,0.2,840024.2903
2017-07-04T08:55:00,25,25,15,Citrulline,Time0,Cyclonic,0.2,1587594.086
2017-07-04T08:55:00,25,25,25,Citrulline,Control,Cyclonic,5,970174.4194
2017-07-04T08:55:00,25,25,25,Citrulline,DMB,Cyclonic,5,487919.3871
2017-07-04T08:55:01,25,25,25,Citrulline,DMBnoB12,Cyclonic,5,4475946.688
2017-07-04T08:55:02,25,25,25,Citrulline,DeepSeaWater,Cyclonic,5,7266490.398
2017-07-04T08:55:03,25,25,25,Citrulline,noB12,Cyclonic,5,4402234.925
2017-07-04T08:55:04,25,25,25,Citrulline,B12,Cyclonic,5,1360931.022
2017-07-04T08:55:00,25,25,15,Citrulline,Time0,Cyclonic,5,1081180.806
2017-10-04T16:00:00,27,27,25,Citrulline,Control,Anticyclonic,0.2,87320.87097
2017-10-04T16:00:01,27,27,25,Citrulline,DMB,Anticyclonic,0.2,178506.2258
2017-10-04T16:00:02,27,27,25,Citrulline,DMBnoB12,Anticyclonic,0.2,595407.4194
2017-10-04T16:00:03,27,27,25,Citrulline,DeepSeaWater,Anticyclonic,0.2,405428.7312
2017-10-04T16:00:04,27,27,25,Citrulline,noB12,Anticyclonic,0.2,629500.8172
2017-10-04T16:00:05,27,27,25,Citrulline,B12,Anticyclonic,0.2,99662.70968
2017-10-04T16:00:06,27,27,15,Citrulline,Time0,Anticyclonic,0.2,282205.8602
2017-10-04T16:00:07,27,27,25,Citrulline,Control,Anticyclonic,5,1482803.366
2017-10-04T16:00:08,27,27,25,Citrulline,DMB,Anticyclonic,5,909507.9785
2017-10-04T16:00:09,27,27,25,Citrulline,DMBnoB12,Anticyclonic,5,2517777.194
2017-10-04T16:00:10,27,27,25,Citrulline,DeepSeaWater,Anticyclonic,5,4544074.548
2017-10-04T16:00:11,27,27,25,Citrulline,noB12,Anticyclonic,5,4151726.376
2017-10-04T16:00:12,27,27,25,Citrulline,B12,Anticyclonic,5,315442.3548
2017-10-04T16:00:13,27,27,15,Citrulline,Time0,Anticyclonic,5,404675.6667
2017-07-04T08:55:00,25,25,25,Creatine,Control,Cyclonic,0.2,1399363.884
2017-07-04T08:55:00,25,25,25,Creatine,DMB,Cyclonic,0.2,1427039.895
2017-07-04T08:55:01,25,25,25,Creatine,DMBnoB12,Cyclonic,0.2,2102946.488
2017-07-04T08:55:02,25,25,25,Creatine,DeepSeaWater,Cyclonic,0.2,1958880.508
2017-07-04T08:55:03,25,25,25,Creatine,noB12,Cyclonic,0.2,2411552.529
2017-07-04T08:55:04,25,25,25,Creatine,B12,Cyclonic,0.2,13880703.86
2017-07-04T08:55:00,25,25,15,Creatine,Time0,Cyclonic,0.2,1572372.514
2017-07-04T08:55:00,25,25,25,Creatine,Control,Cyclonic,5,24673179.1
2017-07-04T08:55:00,25,25,25,Creatine,DMB,Cyclonic,5,5974739.501
2017-07-04T08:55:01,25,25,25,Creatine,DMBnoB12,Cyclonic,5,56565662.48
2017-07-04T08:55:02,25,25,25,Creatine,DeepSeaWater,Cyclonic,5,5556507.304
2017-07-04T08:55:03,25,25,25,Creatine,noB12,Cyclonic,5,14647556.95
2017-07-04T08:55:04,25,25,25,Creatine,B12,Cyclonic,5,2607776.98
2017-07-04T08:55:00,25,25,15,Creatine,Time0,Cyclonic,5,13858292.02
2017-10-04T16:00:00,27,27,25,Creatine,Control,Anticyclonic,0.2,377230.6634
2017-10-04T16:00:01,27,27,25,Creatine,DMB,Anticyclonic,0.2,470349.0235
2017-10-04T16:00:02,27,27,25,Creatine,DMBnoB12,Anticyclonic,0.2,803105.9548
2017-10-04T16:00:03,27,27,25,Creatine,DeepSeaWater,Anticyclonic,0.2,769301.9859
2017-10-04T16:00:04,27,27,25,Creatine,noB12,Anticyclonic,0.2,940723.6464
2017-10-04T16:00:05,27,27,25,Creatine,B12,Anticyclonic,0.2,351730.6551
2017-10-04T16:00:06,27,27,15,Creatine,Time0,Anticyclonic,0.2,531563.9903
2017-10-04T16:00:07,27,27,25,Creatine,Control,Anticyclonic,5,7831673.421
2017-10-04T16:00:08,27,27,25,Creatine,DMB,Anticyclonic,5,7967471.701
2017-10-04T16:00:09,27,27,25,Creatine,DMBnoB12,Anticyclonic,5,14497722.47
2017-10-04T16:00:10,27,27,25,Creatine,DeepSeaWater,Anticyclonic,5,16676543.21
2017-10-04T16:00:11,27,27,25,Creatine,noB12,Anticyclonic,5,16949667.96
2017-10-04T16:00:12,27,27,25,Creatine,B12,Anticyclonic,5,5328446.173
2017-10-04T16:00:13,27,27,15,Creatine,Time0,Anticyclonic,5,16660680.86
2017-07-04T08:55:00,25,25,25,Cytidine,Control,Cyclonic,0.2,554963.6452
2017-07-04T08:55:00,25,25,25,Cytidine,DMB,Cyclonic,0.2,153748.0215
2017-07-04T08:55:01,25,25,25,Cytidine,DMBnoB12,Cyclonic,0.2,384112.9516
2017-07-04T08:55:02,25,25,25,Cytidine,DeepSeaWater,Cyclonic,0.2,1528909.935
2017-07-04T08:55:03,25,25,25,Cytidine,noB12,Cyclonic,0.2,1002533.742
2017-07-04T08:55:04,25,25,25,Cytidine,B12,Cyclonic,0.2,822502.6774
2017-07-04T08:55:00,25,25,15,Cytidine,Time0,Cyclonic,0.2,197529.6022
2017-07-04T08:55:00,25,25,25,Cytidine,Control,Cyclonic,5,12278994.15
2017-07-04T08:55:00,25,25,25,Cytidine,DMB,Cyclonic,5,7333887.645
2017-07-04T08:55:01,25,25,25,Cytidine,DMBnoB12,Cyclonic,5,22095468.58
2017-07-04T08:55:02,25,25,25,Cytidine,DeepSeaWater,Cyclonic,5,31896477.59
2017-07-04T08:55:03,25,25,25,Cytidine,noB12,Cyclonic,5,32365796.13
2017-07-04T08:55:04,25,25,25,Cytidine,B12,Cyclonic,5,3908191.86
2017-07-04T08:55:00,25,25,15,Cytidine,Time0,Cyclonic,5,1823894.505
2017-10-04T16:00:00,27,27,25,Cytidine,Control,Anticyclonic,0.2,195881.5914
2017-10-04T16:00:01,27,27,25,Cytidine,DMB,Anticyclonic,0.2,123002.4086
2017-10-04T16:00:02,27,27,25,Cytidine,DMBnoB12,Anticyclonic,0.2,427188.7097
2017-10-04T16:00:03,27,27,25,Cytidine,DeepSeaWater,Anticyclonic,0.2,722188.5591
2017-10-04T16:00:04,27,27,25,Cytidine,noB12,Anticyclonic,0.2,452660.6882
2017-10-04T16:00:05,27,27,25,Cytidine,B12,Anticyclonic,0.2,178128.914
2017-10-04T16:00:06,27,27,15,Cytidine,Time0,Anticyclonic,0.2,63448.56989
2017-10-04T16:00:07,27,27,25,Cytidine,Control,Anticyclonic,5,5040461
2017-10-04T16:00:08,27,27,25,Cytidine,DMB,Anticyclonic,5,4025734.161
2017-10-04T16:00:09,27,27,25,Cytidine,DMBnoB12,Anticyclonic,5,13615234.01
2017-10-04T16:00:10,27,27,25,Cytidine,DeepSeaWater,Anticyclonic,5,21958287.35
2017-10-04T16:00:11,27,27,25,Cytidine,noB12,Anticyclonic,5,17262894.24
2017-10-04T16:00:12,27,27,25,Cytidine,B12,Anticyclonic,5,3567720.011
2017-10-04T16:00:13,27,27,15,Cytidine,Time0,Anticyclonic,5,2833300
2017-07-04T08:55:00,25,25,25,Cytosine,Control,Cyclonic,0.2,17807996.67
2017-07-04T08:55:00,25,25,25,Cytosine,DMB,Cyclonic,0.2,16408106.06
2017-07-04T08:55:01,25,-158.5,25,Cytosine,DMBnoB12,Cyclonic,0.2,28389630.65
2017-07-04T08:55:02,25,-158.5,25,Cytosine,DeepSeaWater,Cyclonic,0.2,33971007.25
2017-07-04T08:55:03,25,-158.5,25,Cytosine,noB12,Cyclonic,0.2,38922964.94
2017-07-04T08:55:04,25,-158.5,25,Cytosine,B12,Cyclonic,0.2,20084646.97
2017-07-04T08:55:00,25,-158.5,15,Cytosine,Time0,Cyclonic,0.2,22800709.43
2017-07-04T08:55:00,25,-158.5,25,Cytosine,Control,Cyclonic,5,158934527.5
2017-07-04T08:55:00,25,-158.5,25,Cytosine,DMB,Cyclonic,5,104871281.1
2017-07-04T08:55:01,25,-158.5,25,Cytosine,DMBnoB12,Cyclonic,5,132523129.5
2017-07-04T08:55:02,25,-158.5,25,Cytosine,DeepSeaWater,Cyclonic,5,186659287.2
2017-07-04T08:55:03,25,-158.5,25,Cytosine,noB12,Cyclonic,5,209492475.2
2017-07-04T08:55:04,25,-158.5,25,Cytosine,B12,Cyclonic,5,60661405.71
2017-07-04T08:55:00,25,-158.5,15,Cytosine,Time0,Cyclonic,5,36167991.81
2017-10-04T16:00:00,27,157,25,Cytosine,Control,Anticyclonic,0.2,18978607.38
2017-10-04T16:00:01,27,157,25,Cytosine,DMB,Anticyclonic,0.2,19369712.94
2017-10-04T16:00:02,27,157,25,Cytosine,DMBnoB12,Anticyclonic,0.2,34676296.2
2017-10-04T16:00:03,27,157,25,Cytosine,DeepSeaWater,Anticyclonic,0.2,36168930.57
2017-10-04T16:00:04,27,157,25,Cytosine,noB12,Anticyclonic,0.2,33772750.08
2017-10-04T16:00:05,27,157,25,Cytosine,B12,Anticyclonic,0.2,26982551.48
2017-10-04T16:00:06,27,157,15,Cytosine,Time0,Anticyclonic,0.2,19015934.51
2017-10-04T16:00:07,27,157,25,Cytosine,Control,Anticyclonic,5,101490572.8
2017-10-04T16:00:08,27,157,25,Cytosine,DMB,Anticyclonic,5,84563156.68
2017-10-04T16:00:09,27,157,25,Cytosine,DMBnoB12,Anticyclonic,5,109575775.7
2017-10-04T16:00:10,27,157,25,Cytosine,DeepSeaWater,Anticyclonic,5,229584351.4
2017-10-04T16:00:11,27,157,25,Cytosine,noB12,Anticyclonic,5,136792569.6
2017-10-04T16:00:12,27,157,25,Cytosine,B12,Anticyclonic,5,108608305.8
2017-10-04T16:00:13,27,157,15,Cytosine,Time0,Anticyclonic,5,68351405.6
2017-07-04T08:55:00,25,-158.5,25,D-Fructose 6-phosphate,Control,Cyclonic,0.2,36067.62453
2017-07-04T08:55:00,25,-158.5,25,D-Fructose 6-phosphate,DMB,Cyclonic,0.2,21166.53572
2017-07-04T08:55:01,25,-158.5,25,D-Fructose 6-phosphate,DMBnoB12,Cyclonic,0.2,58854.56542
2017-07-04T08:55:02,25,-158.5,25,D-Fructose 6-phosphate,DeepSeaWater,Cyclonic,0.2,142421.5396
2017-07-04T08:55:03,25,-158.5,25,D-Fructose 6-phosphate,noB12,Cyclonic,0.2,77505.70533
2017-07-04T08:55:04,25,-158.5,25,D-Fructose 6-phosphate,B12,Cyclonic,0.2,68322.18466
2017-07-04T08:55:00,25,-158.5,15,D-Fructose 6-phosphate,Time0,Cyclonic,0.2,24873.26226
2017-07-04T08:55:00,25,-158.5,25,D-Fructose 6-phosphate,Control,Cyclonic,5,761874.6848
2017-07-04T08:55:00,25,-158.5,25,D-Fructose 6-phosphate,DMB,Cyclonic,5,430998.6627
2017-07-04T08:55:01,25,-158.5,25,D-Fructose 6-phosphate,DMBnoB12,Cyclonic,5,2997968.457
2017-07-04T08:55:02,25,-158.5,25,D-Fructose 6-phosphate,DeepSeaWater,Cyclonic,5,4695314.607
2017-07-04T08:55:03,25,-158.5,25,D-Fructose 6-phosphate,noB12,Cyclonic,5,3561478.498
2017-07-04T08:55:04,25,-158.5,25,D-Fructose 6-phosphate,B12,Cyclonic,5,178690.4535
2017-07-04T08:55:00,25,-158.5,15,D-Fructose 6-phosphate,Time0,Cyclonic,5,6261.684259
2017-10-04T16:00:00,27,157,25,D-Fructose 6-phosphate,Control,Anticyclonic,0.2,55872.09713
2017-10-04T16:00:01,27,157,25,D-Fructose 6-phosphate,DMB,Anticyclonic,0.2,53189.66286
2017-10-04T16:00:02,27,157,25,D-Fructose 6-phosphate,DMBnoB12,Anticyclonic,0.2,287446.8301
2017-10-04T16:00:03,27,157,25,D-Fructose 6-phosphate,DeepSeaWater,Anticyclonic,0.2,215676.7766
2017-10-04T16:00:04,27,157,25,D-Fructose 6-phosphate,noB12,Anticyclonic,0.2,152311.6598
2017-10-04T16:00:05,27,157,25,D-Fructose 6-phosphate,B12,Anticyclonic,0.2,28947.38634
2017-10-04T16:00:06,27,157,15,D-Fructose 6-phosphate,Time0,Anticyclonic,0.2,37599.32043
2017-10-04T16:00:07,27,157,25,D-Fructose 6-phosphate,Control,Anticyclonic,5,627404.0376
2017-10-04T16:00:08,27,157,25,D-Fructose 6-phosphate,DMB,Anticyclonic,5,361983.1717
2017-10-04T16:00:09,27,157,25,D-Fructose 6-phosphate,DMBnoB12,Anticyclonic,5,1106710.307
2017-10-04T16:00:10,27,157,25,D-Fructose 6-phosphate,DeepSeaWater,Anticyclonic,5,2566554.426
2017-10-04T16:00:11,27,157,25,D-Fructose 6-phosphate,noB12,Anticyclonic,5,1683012.031
2017-10-04T16:00:12,27,157,25,D-Fructose 6-phosphate,B12,Anticyclonic,5,338129.8504
2017-10-04T16:00:13,27,157,15,D-Fructose 6-phosphate,Time0,Anticyclonic,5,102034.9233
2017-07-04T08:55:00,25,-158.5,25,D-Gluconic acid,Control,Cyclonic,0.2,2100406.693
2017-07-04T08:55:00,25,-158.5,25,D-Gluconic acid,DMB,Cyclonic,0.2,1531612.297
2017-07-04T08:55:01,25,-158.5,25,D-Gluconic acid,DMBnoB12,Cyclonic,0.2,1529853.583
2017-07-04T08:55:02,25,-158.5,25,D-Gluconic acid,DeepSeaWater,Cyclonic,0.2,1828505.738
2017-07-04T08:55:03,25,-158.5,25,D-Gluconic acid,noB12,Cyclonic,0.2,1789509.45
2017-07-04T08:55:04,25,-158.5,25,D-Gluconic acid,B12,Cyclonic,0.2,1579291.761
2017-07-04T08:55:00,25,-158.5,15,D-Gluconic acid,Time0,Cyclonic,0.2,1418040.545
2017-07-04T08:55:00,25,-158.5,25,D-Gluconic acid,Control,Cyclonic,5,2645626.251
2017-07-04T08:55:00,25,-158.5,25,D-Gluconic acid,DMB,Cyclonic,5,2971277.316
2017-07-04T08:55:01,25,-158.5,25,D-Gluconic acid,DMBnoB12,Cyclonic,5,5612261.736
2017-07-04T08:55:02,25,-158.5,25,D-Gluconic acid,DeepSeaWater,Cyclonic,5,5118517.448
2017-07-04T08:55:03,25,-158.5,25,D-Gluconic acid,noB12,Cyclonic,5,4591831.936
2017-07-04T08:55:04,25,-158.5,25,D-Gluconic acid,B12,Cyclonic,5,2271405.107
2017-07-04T08:55:00,25,-158.5,15,D-Gluconic acid,Time0,Cyclonic,5,2035724.859
2017-10-04T16:00:00,27,157,25,D-Gluconic acid,Control,Anticyclonic,0.2,552742.9261
2017-10-04T16:00:01,27,157,25,D-Gluconic acid,DMB,Anticyclonic,0.2,540473.8437
2017-10-04T16:00:02,27,157,25,D-Gluconic acid,DMBnoB12,Anticyclonic,0.2,553899.2978
2017-10-04T16:00:03,27,157,25,D-Gluconic acid,DeepSeaWater,Anticyclonic,0.2,499880.1808
2017-10-04T16:00:04,27,157,25,D-Gluconic acid,noB12,Anticyclonic,0.2,543112.958
2017-10-04T16:00:05,27,157,25,D-Gluconic acid,B12,Anticyclonic,0.2,512112.5936
2017-10-04T16:00:06,27,157,15,D-Gluconic acid,Time0,Anticyclonic,0.2,507672.8375
2017-10-04T16:00:07,27,157,25,D-Gluconic acid,Control,Anticyclonic,5,2076058.069
2017-10-04T16:00:08,27,157,25,D-Gluconic acid,DMB,Anticyclonic,5,1855599.438
2017-10-04T16:00:09,27,157,25,D-Gluconic acid,DMBnoB12,Anticyclonic,5,3417045.292
2017-10-04T16:00:10,27,157,25,D-Gluconic acid,DeepSeaWater,Anticyclonic,5,5243940.159
2017-10-04T16:00:11,27,157,25,D-Gluconic acid,noB12,Anticyclonic,5,4572167.955
2017-10-04T16:00:12,27,157,25,D-Gluconic acid,B12,Anticyclonic,5,1583288.148
2017-10-04T16:00:13,27,157,15,D-Gluconic acid,Time0,Anticyclonic,5,1266144.912
2017-07-04T08:55:00,25,-158.5,25,D-Ribose 5-phosphate,Control,Cyclonic,0.2,2684.071406
2017-07-04T08:55:00,25,-158.5,25,D-Ribose 5-phosphate,DMB,Cyclonic,0.2,
2017-07-04T08:55:01,25,-158.5,25,D-Ribose 5-phosphate,DMBnoB12,Cyclonic,0.2,8285.798752
2017-07-04T08:55:02,25,-158.5,25,D-Ribose 5-phosphate,DeepSeaWater,Cyclonic,0.2,16813.74908
2017-07-04T08:55:03,25,-158.5,25,D-Ribose 5-phosphate,noB12,Cyclonic,0.2,
2017-07-04T08:55:04,25,-158.5,25,D-Ribose 5-phosphate,B12,Cyclonic,0.2,
2017-07-04T08:55:00,25,-158.5,15,D-Ribose 5-phosphate,Time0,Cyclonic,0.2,5889.276849
2017-07-04T08:55:00,25,-158.5,25,D-Ribose 5-phosphate,Control,Cyclonic,5,61375.46923
2017-07-04T08:55:00,25,-158.5,25,D-Ribose 5-phosphate,DMB,Cyclonic,5,50669.80119
2017-07-04T08:55:01,25,-158.5,25,D-Ribose 5-phosphate,DMBnoB12,Cyclonic,5,154572.1653
2017-07-04T08:55:02,25,-158.5,25,D-Ribose 5-phosphate,DeepSeaWater,Cyclonic,5,597540.2231
2017-07-04T08:55:03,25,-158.5,25,D-Ribose 5-phosphate,noB12,Cyclonic,5,375515.9198
2017-07-04T08:55:04,25,-158.5,25,D-Ribose 5-phosphate,B12,Cyclonic,5,22228.61383
2017-07-04T08:55:00,25,-158.5,15,D-Ribose 5-phosphate,Time0,Cyclonic,5,4734.155458
2017-10-04T16:00:00,27,157,25,D-Ribose 5-phosphate,Control,Anticyclonic,0.2,7578.877675
2017-10-04T16:00:01,27,157,25,D-Ribose 5-phosphate,DMB,Anticyclonic,0.2,175169.603
2017-10-04T16:00:02,27,157,25,D-Ribose 5-phosphate,DMBnoB12,Anticyclonic,0.2,4316.781972
2017-10-04T16:00:03,27,157,25,D-Ribose 5-phosphate,DeepSeaWater,Anticyclonic,0.2,4109.926062
2017-10-04T16:00:04,27,157,25,D-Ribose 5-phosphate,noB12,Anticyclonic,0.2,10402.4114
2017-10-04T16:00:05,27,157,25,D-Ribose 5-phosphate,B12,Anticyclonic,0.2,4314.786821
2017-10-04T16:00:06,27,157,15,D-Ribose 5-phosphate,Time0,Anticyclonic,0.2,12193.08777
2017-10-04T16:00:07,27,157,25,D-Ribose 5-phosphate,Control,Anticyclonic,5,32408.09918
2017-10-04T16:00:08,27,157,25,D-Ribose 5-phosphate,DMB,Anticyclonic,5,18463.02849
2017-10-04T16:00:09,27,157,25,D-Ribose 5-phosphate,DMBnoB12,Anticyclonic,5,150327.4116
2017-10-04T16:00:10,27,157,25,D-Ribose 5-phosphate,DeepSeaWater,Anticyclonic,5,419911.2689
2017-10-04T16:00:11,27,157,25,D-Ribose 5-phosphate,noB12,Anticyclonic,5,241910.248
2017-10-04T16:00:12,27,157,25,D-Ribose 5-phosphate,B12,Anticyclonic,5,13640.85451
2017-10-04T16:00:13,27,157,15,D-Ribose 5-phosphate,Time0,Anticyclonic,5,24807.39285
2017-07-04T08:55:00,25,-158.5,25,Deoxyadenosine,Control,Cyclonic,0.2,3545472.645
2017-07-04T08:55:00,25,-158.5,25,Deoxyadenosine,DMB,Cyclonic,0.2,2933117.376
2017-07-04T08:55:01,25,-158.5,25,Deoxyadenosine,DMBnoB12,Cyclonic,0.2,5442380.419
2017-07-04T08:55:02,25,-158.5,25,Deoxyadenosine,DeepSeaWater,Cyclonic,0.2,6403922.194
2017-07-04T08:55:03,25,-158.5,25,Deoxyadenosine,noB12,Cyclonic,0.2,8492707.688
2017-07-04T08:55:04,25,-158.5,25,Deoxyadenosine,B12,Cyclonic,0.2,4014860.409
2017-07-04T08:55:00,25,-158.5,15,Deoxyadenosine,Time0,Cyclonic,0.2,3238469.602
2017-07-04T08:55:00,25,-158.5,25,Deoxyadenosine,Control,Cyclonic,5,34969349.71
2017-07-04T08:55:00,25,-158.5,25,Deoxyadenosine,DMB,Cyclonic,5,26008663.1
2017-07-04T08:55:01,25,-158.5,25,Deoxyadenosine,DMBnoB12,Cyclonic,5,17862077.58
2017-07-04T08:55:02,25,-158.5,25,Deoxyadenosine,DeepSeaWater,Cyclonic,5,26321797.61
2017-07-04T08:55:03,25,-158.5,25,Deoxyadenosine,noB12,Cyclonic,5,18622087.13
2017-07-04T08:55:04,25,-158.5,25,Deoxyadenosine,B12,Cyclonic,5,7171090.688
2017-07-04T08:55:00,25,-158.5,15,Deoxyadenosine,Time0,Cyclonic,5,2045229.054
2017-10-04T16:00:00,27,157,25,Deoxyadenosine,Control,Anticyclonic,0.2,3839850.086
2017-10-04T16:00:01,27,157,25,Deoxyadenosine,DMB,Anticyclonic,0.2,2752566.806
2017-10-04T16:00:02,27,157,25,Deoxyadenosine,DMBnoB12,Anticyclonic,0.2,4991290.409
2017-10-04T16:00:03,27,157,25,Deoxyadenosine,DeepSeaWater,Anticyclonic,0.2,17990338.66
2017-10-04T16:00:04,27,157,25,Deoxyadenosine,noB12,Anticyclonic,0.2,5463044.011
2017-10-04T16:00:05,27,157,25,Deoxyadenosine,B12,Anticyclonic,0.2,4769182.527
2017-10-04T16:00:06,27,157,15,Deoxyadenosine,Time0,Anticyclonic,0.2,2316874.86
2017-10-04T16:00:07,27,157,25,Deoxyadenosine,Control,Anticyclonic,5,12096773.12
2017-10-04T16:00:08,27,157,25,Deoxyadenosine,DMB,Anticyclonic,5,12451302.8
2017-10-04T16:00:09,27,157,25,Deoxyadenosine,DMBnoB12,Anticyclonic,5,10176046.99
2017-10-04T16:00:10,27,157,25,Deoxyadenosine,DeepSeaWater,Anticyclonic,5,65282482.49
2017-10-04T16:00:11,27,157,25,Deoxyadenosine,noB12,Anticyclonic,5,15382118.88
2017-10-04T16:00:12,27,157,25,Deoxyadenosine,B12,Anticyclonic,5,13559801.6
2017-10-04T16:00:13,27,157,15,Deoxyadenosine,Time0,Anticyclonic,5,3943148.086
2017-07-04T08:55:00,25,-158.5,25,Dihydroxyacetone phosphate,Control,Cyclonic,0.2,42646.52688
2017-07-04T08:55:00,25,-158.5,25,Dihydroxyacetone phosphate,DMB,Cyclonic,0.2,39121.62366
2017-07-04T08:55:01,25,-158.5,25,Dihydroxyacetone phosphate,DMBnoB12,Cyclonic,0.2,51107.35484
2017-07-04T08:55:02,25,-158.5,25,Dihydroxyacetone phosphate,DeepSeaWater,Cyclonic,0.2,47087.58065
2017-07-04T08:55:03,25,-158.5,25,Dihydroxyacetone phosphate,noB12,Cyclonic,0.2,34006.70968
2017-07-04T08:55:04,25,-158.5,25,Dihydroxyacetone phosphate,B12,Cyclonic,0.2,35877.98925
2017-07-04T08:55:00,25,-158.5,15,Dihydroxyacetone phosphate,Time0,Cyclonic,0.2,42859.50538
2017-07-04T08:55:00,25,-158.5,25,Dihydroxyacetone phosphate,Control,Cyclonic,5,56913.5914
2017-07-04T08:55:00,25,-158.5,25,Dihydroxyacetone phosphate,DMB,Cyclonic,5,51991.69892
2017-07-04T08:55:01,25,-158.5,25,Dihydroxyacetone phosphate,DMBnoB12,Cyclonic,5,42291.97849
2017-07-04T08:55:02,25,-158.5,25,Dihydroxyacetone phosphate,DeepSeaWater,Cyclonic,5,71025.05376
2017-07-04T08:55:03,25,-158.5,25,Dihydroxyacetone phosphate,noB12,Cyclonic,5,47785.13978
2017-07-04T08:55:04,25,-158.5,25,Dihydroxyacetone phosphate,B12,Cyclonic,5,48175.23656
2017-07-04T08:55:00,25,-158.5,15,Dihydroxyacetone phosphate,Time0,Cyclonic,5,71768.45161
2017-10-04T16:00:00,27,157,25,Dihydroxyacetone phosphate,Control,Anticyclonic,0.2,34397.43011
2017-10-04T16:00:01,27,157,25,Dihydroxyacetone phosphate,DMB,Anticyclonic,0.2,57579.65591
2017-10-04T16:00:02,27,157,25,Dihydroxyacetone phosphate,DMBnoB12,Anticyclonic,0.2,37747.39785
2017-10-04T16:00:03,27,157,25,Dihydroxyacetone phosphate,DeepSeaWater,Anticyclonic,0.2,47142.77419
2017-10-04T16:00:04,27,157,25,Dihydroxyacetone phosphate,noB12,Anticyclonic,0.2,71867.92473
2017-10-04T16:00:05,27,157,25,Dihydroxyacetone phosphate,B12,Anticyclonic,0.2,41601.27957
2017-10-04T16:00:06,27,157,15,Dihydroxyacetone phosphate,Time0,Anticyclonic,0.2,54477.90323
2017-10-04T16:00:07,27,157,25,Dihydroxyacetone phosphate,Control,Anticyclonic,5,64894.2043
2017-10-04T16:00:08,27,157,25,Dihydroxyacetone phosphate,DMB,Anticyclonic,5,53009.8172
2017-10-04T16:00:09,27,157,25,Dihydroxyacetone phosphate,DMBnoB12,Anticyclonic,5,57442.45161
2017-10-04T16:00:10,27,157,25,Dihydroxyacetone phosphate,DeepSeaWater,Anticyclonic,5,85210.73118
2017-10-04T16:00:11,27,157,25,Dihydroxyacetone phosphate,noB12,Anticyclonic,5,68913.04301
2017-10-04T16:00:12,27,157,25,Dihydroxyacetone phosphate,B12,Anticyclonic,5,42720.74194
2017-10-04T16:00:13,27,157,15,Dihydroxyacetone phosphate,Time0,Anticyclonic,5,54821.53763
2017-07-04T08:55:00,25,-158.5,25,Dimethylsulfonioacetate,Control,Cyclonic,0.2,44885528.32
