"","2-Hydroxy-4-(methylthio)butyric","4-Hydroxyisoleucine","Acetyl-L-carnitine","Aconitic Acid","Adenine","Adenosine","Adenosyl Methionine","Alanine","Allopurinol","Amino Propanesulfonic Acid","Aminobutyric Acid","AMP","Arginine","Arsenobetaine","Asparagine","Aspartic acid","Betaine","Butyryl-L-carnitine","Carnitine","Choline","Citric Acid","Citrulline","Creatine","Cystathionine","Cysteic Acid","Cytidine","Cytosine","Deoxyadenosine","DHAP","DHPS","Dimethylsulfonioacetate (DMS-Ac)","DMSP","Ectoine","Ethanesulfonic Acid","Fructose 6 phosphate","Fumaric Acid","Gluconic Acid","Glucosylglycerol","Glutamic acid","Glutamine","Glutathione Disulfide","glycerol 3 phosphate","Glycerophosphocholine","Gonyol","Guanine","Guanosine","Histidine","Homarine","Homocystine","Hydroxyectoine","Hydroxylysine","Hypotaurine","Hypoxanthine","Imidazoleacrylic Acid","Inosine","Isethionic Acid","Ketoglutaric Acid","L-Pyroglutamic acid","Leucine","Lipoic Acid","Lysine","Malic Acid","Melamine","MESNA (Sodium 2-mercaptoethanesulfonate)","Methionine","Methionine Sulfoxide","Methylphosphonic Acid","N-acetyltaurine","N-methyltaurine","N(e)-Acetyl-Lysine","NAD","Ornithine","Orotic Acid","Oxalic Acid","Proline","Propanesulfonate","Propionyl-L-carnitine","Resorcylic Acid","Ribose 5 phosphate","Salicylic Acid","Serine","Shikimic Acid","Stachydrine hydrochloride","Succinic Acid","Succinic semialdehyde","Sulfanilic Acid","Taurine","Threonine","Thymidine","Thymine","Trehalose","Trigonelline","Turicine","Tyrosine","UDP-glucosamine","UDP-glucose","Uridine"
"171016_Smp_IL2Control_1",-0.852650315401793,-2.04443400149615,0.148229202454057,-0.634219434500986,-1.7370539168701,-0.96277807696459,-0.84642760374607,-0.877862507613552,-0.920962963873831,-0.277081283153794,-0.827135846516704,-0.975243507572125,-1.1573615295659,-2.48976051380987,-0.905779944186565,-1.36396837712857,-1.38761603508773,-0.152578022406169,-1.44783075023991,-1.14231787437949,-0.882461695131817,-1.00923852338761,-1.00746207881765,-0.388763819363537,-1.02226097047419,-0.862690718146949,-1.63326525458077,-0.638242938771596,-1.13752779278633,-0.460791575185496,-0.933892285591231,-1.10869972593326,-1.04019035713566,-1.05293797758171,-0.950765235817242,-1.51589931354823,-1.32814267163516,-0.390750940420021,-1.38862156225999,-1.50135153647625,-0.576947903267653,-0.808292183864424,-0.721804473846959,-0.775209661734615,-0.862397201601924,-0.807533524339817,-0.991714500935256,-0.751573873840963,-0.199734518534975,-0.278971682424731,1.23646716934659,-0.348167427828366,0.118667521873163,-0.591745733004354,-0.700077226545971,-0.456990889871365,-1.79880130494047,-1.06320232138631,-2.10950737065485,0.655695577196514,-1.73448375727423,-1.11646534941414,-0.640201494453597,0.512079272878691,-0.900744648473786,-0.398232983714783,0.309649883798417,-0.788750431517953,0.360146323835295,-1.85260936194246,-1.5327135106494,-0.830340396750129,-1.02526986562269,-0.944132514505679,-0.579774267168174,0.491291903431727,-0.743417913886748,1.17850919605877,-0.317357173275359,-0.905366438221261,-0.962356008584096,0.0144499174961316,-2.18228915409425,-1.65729848676633,0.368050528132452,-1.72826980995979,-1.2252855249159,-0.899026654456754,-0.309053840490574,-0.844927225810008,-1.34771741411143,-1.63991288866386,-2.26680436103175,0.238861463465485,-1.50351690776552,-0.854673977901156,-0.801625321927865
"171016_Smp_IL2Control_2",-0.0858563272546206,-0.427465665825408,-0.674035389527673,-0.783666689041916,-0.444145751458426,-0.483686055721288,-0.583995087823115,-0.647248985573859,-0.847097318828394,-0.931104963184565,-1.1201685901401,-0.622291952991681,-0.813445942847689,-0.545274165215354,-0.945952484217339,-1.00686889591315,-0.469588070997097,-0.565122505070641,-0.627488143787703,-0.856394447182527,-0.550214537865704,-0.925151326018494,-0.529433791938539,-0.388763819363537,-0.864617657771741,-0.581055761872059,-0.736515440600261,-0.30450876702336,-0.36765488401266,-0.924010722419672,-0.62814125852897,-0.916744102358836,-1.02984581413755,-0.402851030446124,-0.566631786438318,1.07188928486392,0.836002239161074,-0.390750940420021,-0.894359032957774,-0.477818723421698,-0.576947903267653,-0.745731104008528,-0.445148804187157,-0.0585867947533911,-0.685282084296278,-0.690583401534849,-1.74596788207004,-0.712976395397514,0.353110351935304,-0.751306273434605,-0.897550645999268,-0.348167427828366,-0.277279270476678,-0.814608482813375,-0.532213230719957,-0.805617561215382,-1.06831225112689,-0.572004298709045,-0.593385277063624,-0.667276934744976,-1.08172547671763,-0.393133162454271,-0.745241838201331,0.0809785250821828,-0.699083916777409,-0.412450611373299,1.63349191010731,-0.98626328357998,-0.897187011604327,0.376998666489344,-0.61598737887664,-0.236514746352688,-0.722274680540246,0.910824060547027,-0.608529171774539,0.984161027983734,-0.739958359726604,1.00417199977342,-0.141631329068076,0.120024634005159,-1.00029485521446,1.59682994274083,-0.606986374505213,-0.00301409481692086,-0.943422322978131,0.352596635282991,-1.09801383289898,-0.606797560708064,0.555671442352047,0.171707288474648,-0.185446528280937,-0.211364628861669,-0.477646408338566,0.531254410075164,-0.379960912554576,-0.854673977901156,-0.484414666893789
"171016_Smp_IL2Control_3",0.876079460497209,-0.682362501819459,0.203913774934194,0.288541523308129,-0.522455049816288,0.0344066086787725,0.465265270398699,-0.272535995192853,-0.241221062556608,2.60368970435965,0.675224265168344,-0.730397566177898,-0.588284345482677,-0.272042933082536,0.467456579567896,-0.587600599329652,-0.636980781588337,-0.362469729747877,-0.469466763850621,-0.563320451133581,0.415579988435995,-0.513724053852106,-0.706153060575866,-0.388763819363537,-1.07689664335694,0.191218976962866,-0.252402791359183,-0.0156117705704183,-0.673044909680672,0.0612360330935801,-0.779807075052293,-0.12922383636157,-1.08700397888442,-1.3411982729491,-0.275961107960824,0.586167551556963,1.19349228236669,-0.390750940420021,-0.599697920554802,-0.697612303894869,-0.576947903267653,0.0839988764971914,-0.685293114614672,-0.784412086515858,-0.290372344788915,0.136552161270675,0.598665361941866,-0.685993840848718,0.121545765896165,-0.0403339607632995,0.047672933317449,-0.348167427828366,-0.248164898964302,-0.597510449681746,0.219713990424946,-0.300534983520857,0.297299712414023,-1.05686082484901,-0.386024230784007,0.452002703173864,-0.0197747350906242,-0.448897156331269,-0.879528868439403,-2.22344185721452,-0.478426299703612,2.22977758855346,-0.901018063213897,2.27188624513951,2.05273470760736,0.0240472965962729,-0.881331725236009,0.705416045946296,0.556694359685168,0.0694830779866954,-0.460760259783672,-0.141261878039308,-0.239010997163187,0.550335244074101,-0.317357173275359,-0.679521704479196,-0.285226148373792,-1.97497015172442,-0.413949847495639,-0.441908529658037,1.25092683219767,-0.813808484277615,-0.5737415076873,-0.10500632356317,0.861148009414393,0.247332388480521,0.399453979299523,-0.555276232448295,-0.565114332473331,-1.9580646179129,-0.555533394222626,0.404330157877507,-0.0807288576074336
"171016_Smp_IL2DMB_1",0.523732598351401,-0.0316426992457499,-1.0126434891018,1.48185328254451,-0.895530935591506,-0.68302008179149,0.211210065338619,-0.240070653544566,-0.795756827303731,1.57159644901069,1.28907230550374,-0.974149854293437,-0.526839728276375,-0.13101134540404,0.261846355608043,-0.165626652675008,-0.803506040345363,-0.293439318247772,-0.680108409316897,-0.657126112285858,1.51770329681462,-0.0927751995562641,-0.786363469107496,-0.388763819363537,-0.807835810724717,-0.788681902042537,-0.679573620814432,-0.558033363270822,0.0769013916439701,-0.110274787594599,-0.679170177856862,-0.698821288822636,-0.182050418967167,-1.3411982729491,-0.332012956155581,0.152590022178708,0.878444570477421,-0.390750940420021,-0.0920933062946919,-0.762353809651973,-0.039957250186643,-0.483456210715946,-0.859486900476988,-1.15906486068162,-0.389381477524257,-0.276915784724975,1.3596197869945,-0.719472690224829,-1.00758982777019,-0.177404882927425,2.71788202757976,-0.348167427828366,-0.343999838837886,-0.0806366356730153,-0.666062433970094,-0.792874667304247,0.059542930771906,-0.80391114412868,0.207201575301908,-0.859570015458107,0.574421597996966,-0.119258485396806,0.546704109919733,-2.12191491559017,-0.449130594297353,3.3334465852971,-1.02617036890011,0.740247129055131,2.40278933129376,0.731067744222977,-0.567140309785818,1.44715834522423,-0.0937191741931226,1.28069076535665,0.099323510754766,0.272878901270789,-0.622716388676041,0.89352361541539,-0.317357173275359,-1.0449235996045,0.546288862828988,-0.605796590762043,0.712587883765114,-0.515636789646172,1.71530727217336,0.88505036961608,-0.62328859498851,0.390574890737214,0.656650075643407,-0.182414097713858,-0.87842588659741,1.64679257699822,0.230742681399165,-2.17508107820169,-0.566265757281304,-0.854673977901156,-0.678117749335518
"171016_Smp_IL2DMB_2",-0.378433995188358,-0.472123166835712,-0.306395616437221,-0.40210472641374,-1.02834770481292,-0.30844766099069,-0.73811559154939,-0.410429562654326,-0.72269513653941,-0.953838302651095,-1.14676255388862,-1.03086641981192,-0.831480639468789,-0.427735166235733,-1.085668360387,-0.807733262221146,-0.181896063249389,-0.399211491101541,-0.861052254727332,0.420236814391062,-0.589457847063107,-0.811206538178633,-0.721836211410572,-0.388763819363537,-1.05939692566478,-0.483024642086348,-1.00954605617395,-0.383434945895685,0.94508189362402,-0.708450271284669,-0.641326885910382,0.185582152583555,1.72788712746423,1.8446187646717,-0.811933418739958,-0.651429837352802,0.585838410769806,-0.390750940420021,-0.886369825182352,-1.10304960410812,-0.576947903267653,-0.0374237609470275,-0.804193128354582,0.360764653296179,-0.739593866796859,-0.466231164280017,-1.26393737041312,-0.276319807442118,1.14910965575887,2.69620665565658,-0.897550645999268,-0.348167427828366,0.110302392325484,-0.197102837131272,-0.638066327901662,-0.382080122449785,-1.74344162171244,-0.41754614771442,-0.262840161451938,-0.93366547578492,-1.34497002001145,-0.150317853451755,1.94139466011616,-0.339224652640998,-0.923347347387018,-0.641299313933846,1.52706720556996,-0.959541543846946,1.21527049196955,-0.124982705863661,-0.234261962060134,-0.543979259378456,1.59342026980795,0.0798138189872271,0.784427247316455,0.964003696081205,-0.169602344265266,-1.35640725765745,4.33481907854824,-0.373664603782266,-0.687460680649614,-0.0469972626900506,-0.28815651915338,-0.869984655762413,-1.5193505842282,-0.190309320143625,-0.845384697763616,-0.50027098452881,0.646104465748918,0.476179287456561,-0.581291143511011,0.217882002363895,-0.521119617643717,0.728771579841146,-0.712199004335395,1.49278526737868,-0.256801110457381
"171016_Smp_IL2DMB_3",-0.916072466311253,0.305365582001176,-0.653653126203858,-0.628570679569225,-0.87127008339284,-0.71745014995021,-0.76327028519604,-0.143195148154757,-0.839140047819807,-0.879308527568375,-0.981036449494062,-0.870990130285484,-0.787202263381626,0.680617617477659,-0.178526307311335,-0.807897420505369,-0.502612378890889,-0.698933686558717,-0.365828978145894,-0.110015035021425,-0.630636825902509,-0.606624860361236,0.177020569370732,-0.388763819363537,-0.398922674787006,-0.788301867750549,-0.805131709459476,-0.49537796627425,0.197512402195657,-0.791627877319581,-0.769670408158138,-0.978749397156889,0.0537821620157791,-1.3411982729491,-0.725954049858234,-1.20094787593668,-1.1410372832636,-0.390750940420021,-0.389578464203169,-1.09201073618833,-0.576947903267653,-0.358693802652694,-0.472590008368705,-0.886356110404072,-0.717173172327869,-0.704121007368042,-0.531301435488263,-0.702495123728869,0.142194142110467,0.663430941476949,-0.897550645999268,-0.348167427828366,0.211668645812938,-0.619099022491269,-0.70097062069075,-0.769027684505514,-0.572869831876006,-0.769637462015271,0.423721243909903,-0.187011575146732,-0.542243910016326,-0.890776078527792,0.374205914592591,0.498102807643209,-0.708513538276344,-0.0768939314189132,0.591762305125687,-0.607792468387394,-1.05242600214103,0.219369678125511,0.0118107915683916,-0.999703544039381,0.235810023248655,-0.639333971883955,-0.24575134891116,-1.57403557960336,-1.19639801899576,-0.971928234543055,-0.317357173275359,-0.683696252174976,-0.763068725756337,0.425408153563517,0.703670061736329,-0.839922564194897,-0.484999260526092,0.837081773254028,-0.252780116439047,-0.475050766295742,-1.51341845876183,-1.79594985173381,-0.740144422102034,1.2811387577996,0.654395554938856,0.500900544573683,-0.0227612396489006,-0.854673977901156,-0.59190044552987
"171016_Smp_IL2DMBnoBT_1",-1.00362971633417,0.835040563349324,-0.391563381399687,-0.35718484480422,-0.631361164216815,-0.352997677657183,-0.143907961858117,0.141033790650751,-0.418389780947885,-0.749063888768839,-0.298709244603239,-0.0390136068584212,0.337966926639701,0.606268627182021,-0.203620037087514,0.109023695657041,1.18476544230835,0.113164457517517,0.753561633757533,-0.179182795899191,-0.403129960503632,-0.318814888217678,0.525872259966593,-0.388763819363537,1.11176531236535,-0.425647958445862,-0.684077624161028,-0.474778049491789,-0.7285743217302,-0.951132873469202,0.287348896529844,1.32816846580891,1.96669718548315,-0.84428734785136,0.642515323720073,-1.54707933866596,0.163940106086712,-0.390750940420021,0.44180203500893,-0.183402487438609,0.8136272762548,0.382713920105515,-0.0515423537796572,-0.268439087534599,-0.539241351946786,-0.44952062025175,-0.0603433820622149,-0.0592311936618956,0.554306158226009,1.21387378773916,-0.897550645999268,-0.348167427828366,1.14869626591834,-0.341351770354178,-0.586193051711471,-0.0659937093820052,1.52052395504467,-0.418166809901395,1.37506365983824,-0.51179791310296,-0.0987879831397925,-0.560638303237313,0.0152080402960413,0.0752753450872381,0.241831856691095,-0.641299313933846,0.21762903689327,-0.792869660630596,-0.120094407563952,0.643669592097774,0.890472029154153,-0.759941197247975,0.617893697942416,-1.39506785858707,4.04931255565069,-0.978407093906721,0.0450794887734209,-1.33643669795787,-0.225099073724648,-0.564648639970957,-0.616302396355397,1.22511818952369,0.450452829805869,-1.06227925101056,0.521322007510398,0.435779752120578,0.240364166797471,-0.292810760405077,-0.920209491565055,-0.777123675485928,0.668846228227329,-0.0934985884920026,0.887182290869348,0.752378558790586,0.588826231757438,-0.854673977901156,-0.428434078824918
"171016_Smp_IL2DMBnoBT_2",3.0057532150726,0.843995862780934,0.230607343804872,2.26044819057348,1.5148686565046,1.6339628196025,2.86872664088227,2.06241549103196,1.54961668760723,0.575041929396913,1.93090825889829,2.19156922504736,2.18411522954768,0.618956583508158,2.75254989721773,2.50389632637737,2.09049592052736,0.205985065499967,1.85779517288259,2.90933247977167,1.74249012298518,2.38609568121113,1.37296445870527,3.88357392692132,1.88215193761772,1.23682257758599,1.92717065266042,0.0373592554107703,-1.05644999497812,1.1566648499859,2.07904833903173,2.59073595207004,-0.0848423116120472,0.741612879686125,2.44825071001386,1.62426268421677,1.00174367254217,-0.390750940420021,2.60220780202404,2.26961722008372,-0.576947903267653,3.27461906433559,0.403225720072794,0.358670586937717,3.09088783758397,1.50951166808282,2.12448183535019,0.727165781251866,2.41370211800081,-0.13158902484064,0.873982669068711,-0.348167427828366,-0.774869764053955,-0.301070731696654,1.6323950023287,0.210411408135027,1.89689840151133,0.160081073800923,1.02575562495368,-0.943663242540688,2.46524671875767,0.796496107419831,-0.284061749251171,-1.33947511366089,2.02330186122314,0.632128581600081,-1.3192705808476,0.480866916938646,-0.0330396732030357,1.81601926313303,1.18141360414911,1.94365391065622,1.95618924118158,2.1579184012296,0.442062112886059,1.30950492117319,1.53833936280689,1.04321362324656,-0.241709707580537,0.486691303927828,1.92099715899109,-1.42502585169672,0.574644948966122,1.07732010827714,1.53499643183994,1.21071009877568,2.70957861168367,2.62975811732574,0.0125946255440462,0.472593433227776,1.2331410846669,0.0745135059623183,0.882721256295206,-1.83299740237335,1.51983975191557,-0.854673977901156,0.44612991185135
"171016_Smp_IL2DMBnoBT_3",-0.387971481351564,-0.200028962807502,-0.356891870798811,-0.370864655660702,1.30586959662543,1.0147316945769,0.389849194599295,0.138921140781917,0.334981053561807,-0.547760144452405,2.15497716844852,1.05041052291031,0.720703603138076,0.353261023922855,1.13772523599466,1.02363284546859,1.2767955975097,-0.256922589953624,0.696425650416727,1.30051248917419,-0.0630032419900928,0.708415947054494,0.0285333224562059,0.49997499675966,1.71127187723645,0.499115078394303,1.2694993724755,-0.0142280375270806,0.0977875170038505,0.301515457658827,0.949255137098373,-0.167201293187231,0.77880524176579,0.073619773315437,1.7237797422139,1.0958425890925,-0.428696231346315,0.641993140031029,0.726516153156471,1.50692849601425,3.31847063762105,0.675246042642172,0.366922708374382,0.00898170297662705,0.422214694200731,0.654049417998013,-0.498749932174253,0.920282640215932,-1.26247176427905,-0.3423092588299,1.01787236651181,3.7142068833499,-0.00822873492516025,-0.0824846123295584,0.125644375084174,0.792403689144488,1.17099081458576,0.229056137932227,-0.0646930836522218,-0.187104464275106,0.162892563273056,-0.83356000291501,1.24486617479907,0.507930486557843,0.986647677364603,-0.247602755481183,-0.280798516079495,-0.200447112281944,0.6855699353508,0.13119972501036,0.752729658976156,-0.78604641170205,-0.92950328990556,-1.18182709204059,0.0616951784107198,-0.4544953407224,0.542699929753562,-1.49961991397254,-0.219482954296482,1.0299665273736,0.0795998761954081,1.18678561672922,-0.398922188256441,2.47567919271587,-0.404140959828114,-0.653203317346906,0.985336640918911,0.246037402491032,0.194215508241549,0.520087030810484,3.39139874071951,-0.200035962319434,-0.0763957840150166,0.855167655620916,1.45384623677712,1.2110217610092,0.516106824535893
"171016_Smp_IL2DSW_1",-0.646492790347825,-0.298938262382212,0.826449699302431,2.10319176523409,0.484458326905527,-0.142794679082872,-0.464162255732564,-0.316079339144986,0.723232515059278,0.198305208807265,-0.15033546920996,0.724875457026855,0.705658496146929,0.144685510491092,-0.0672722037279612,-0.0761948694751207,-0.112567506231668,-0.151675402087595,0.505849892177644,-0.330733384775322,-0.0545279758106314,-0.18355016791382,-0.261583097880002,0.154652768437697,-0.00538197585197953,0.0982490718879443,0.364417130496863,-0.185370569524502,-0.276065381840964,-0.0529642631777519,0.587578666304605,-1.20990632625561,-0.538493374198847,-0.0401453253995705,0.959890058664394,-1.32289578981119,0.00272992266776692,1.50813591429536,0.0340096111992645,-0.315901124944545,-0.576947903267653,-0.000321764935525763,0.405040497466123,0.190306088008847,0.439448302203635,-0.266580386227916,-0.538556083913256,0.710355318304217,-0.89524928284731,-0.907572303935996,1.20612596068353,1.89458051259966,0.632590545993683,-0.743284671296004,0.0114122458941121,1.02806855870082,0.27440462788543,-0.485425902229865,-0.947928921579247,-0.475638073161792,0.469586698631758,0.0839461342510208,-0.83628208406636,0.991074153004442,-0.315015217073722,-0.528826053735161,-0.681522871149274,0.805289490496273,-0.36297486985206,-0.404158604580479,0.59134117100322,-0.325207727654633,-0.221454297685203,-0.85825864676982,-0.562753646806334,-0.0670813778771223,0.346540922104877,0.410630660335176,-0.317357173275359,-0.78558636384503,-0.81701524174152,-0.581353442221755,-0.919285092276541,-0.209056765929965,0.100558553306551,-0.286274803820491,0.069748107261451,-0.401749148526985,1.29065700290685,1.56485166781295,-0.132116571451688,-1.1024413759519,-0.318399786659933,0.541803603661953,0.175979397351012,0.893314929373156,0.29579490189035
