"Mass.Feature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted.Area","Run.Cmpd"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1Control","2",256107,"Inj_vol",239583.967741935,"171002_Smp_IL1Control_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1Control","3",322704,"Inj_vol",301884.387096774,"171002_Smp_IL1Control_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DMB","1",256797,"Inj_vol",240229.451612903,"171002_Smp_IL1DMB_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DMB","2",309760,"Inj_vol",289775.483870968,"171002_Smp_IL1DMB_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DMB","3",267127,"Inj_vol",249893,"171002_Smp_IL1DMB_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DMBnoBT","1",296649,"Inj_vol",277510.35483871,"171002_Smp_IL1DMBnoBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DMBnoBT","2",233903,"Inj_vol",218812.483870968,"171002_Smp_IL1DMBnoBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DSW","1",233140,"Inj_vol",218098.709677419,"171002_Smp_IL1DSW_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1DSW","3",167064,"Inj_vol",156285.677419355,"171002_Smp_IL1DSW_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1noBT","1",312808,"Inj_vol",292626.838709677,"171002_Smp_IL1noBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1noBT","2",314417,"Inj_vol",294132.032258064,"171002_Smp_IL1noBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1noBT","3",306004,"Inj_vol",286261.806451613,"171002_Smp_IL1noBT_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1WBT","1",278613,"Inj_vol",260637.967741935,"171002_Smp_IL1WBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1WBT","2",194897,"Inj_vol",182323,"171002_Smp_IL1WBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IL1WBT","3",225452,"Inj_vol",210906.709677419,"171002_Smp_IL1WBT_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IT0","1",352603,"Inj_vol",329854.419354839,"171002_Smp_IT0_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IT0","2",291856,"Inj_vol",273026.580645161,"171002_Smp_IT0_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171002","Smp","IT0","3",267274,"Inj_vol",250030.516129032,"171002_Smp_IT0_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","Sept29QC","1",381049,"Inj_vol",356465.193548387,"171009_Poo_Sept29QC_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Full1",280935,"Inj_vol",262810.161290323,"171009_Poo_TruePooWeek2_Full1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Full2",245032,"Inj_vol",229223.483870968,"171009_Poo_TruePooWeek2_Full2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Full3",296833,"Inj_vol",277682.483870968,"171009_Poo_TruePooWeek2_Full3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Full4",359910,"Inj_vol",336690,"171009_Poo_TruePooWeek2_Full4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Half1",126207,"Inj_vol",236129.225806452,"171009_Poo_TruePooWeek2_Half1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Half2",82486,"Inj_vol",154328.64516129,"171009_Poo_TruePooWeek2_Half2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Half3",195125,"Inj_vol",365072.580645161,"171009_Poo_TruePooWeek2_Half3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Poo","TruePooWeek2","Half4",251522,"Inj_vol",470589.548387097,"171009_Poo_TruePooWeek2_Half4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","DSW700m","1",194502,"Inj_vol",181953.483870968,"171009_Smp_DSW700m_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","DSW700m","2",232704,"Inj_vol",217690.838709677,"171009_Smp_DSW700m_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","DSW700m","3",249725,"Inj_vol",233613.709677419,"171009_Smp_DSW700m_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1Control5um","1",279164,"Inj_vol",261153.419354839,"171009_Smp_IL1Control5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1Control5um","2",235987,"Inj_vol",220762.032258065,"171009_Smp_IL1Control5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1Control5um","3",185639,"Inj_vol",173662.290322581,"171009_Smp_IL1Control5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMB5um","1",168894,"Inj_vol",157997.612903226,"171009_Smp_IL1DMB5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMB5um","2",282312,"Inj_vol",264098.322580645,"171009_Smp_IL1DMB5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMB5um","3",358604,"Inj_vol",335468.258064516,"171009_Smp_IL1DMB5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMBnoBT5um","1",316397,"Inj_vol",295984.290322581,"171009_Smp_IL1DMBnoBT5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMBnoBT5um","2",303692,"Inj_vol",284098.967741935,"171009_Smp_IL1DMBnoBT5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DMBnoBT5um","3",293861,"Inj_vol",274902.225806452,"171009_Smp_IL1DMBnoBT5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DSW5um","1",297748,"Inj_vol",278538.451612903,"171009_Smp_IL1DSW5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DSW5um","2",233433,"Inj_vol",218372.806451613,"171009_Smp_IL1DSW5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1DSW5um","3",254967,"Inj_vol",238517.516129032,"171009_Smp_IL1DSW5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1noBT5um","1",253855,"Inj_vol",237477.258064516,"171009_Smp_IL1noBT5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1noBT5um","2",209785,"Inj_vol",196250.483870968,"171009_Smp_IL1noBT5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1noBT5um","3",237220,"Inj_vol",221915.483870968,"171009_Smp_IL1noBT5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1WBT5um","1",319450,"Inj_vol",298840.322580645,"171009_Smp_IL1WBT5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1WBT5um","2",218591,"Inj_vol",204488.35483871,"171009_Smp_IL1WBT5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IL1WBT5um","3",199354,"Inj_vol",186492.451612903,"171009_Smp_IL1WBT5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IT05um","1",297411,"Inj_vol",278223.193548387,"171009_Smp_IT05um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IT05um","2",288563,"Inj_vol",269946.032258064,"171009_Smp_IT05um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171009","Smp","IT05um","3",230250,"Inj_vol",215395.161290323,"171009_Smp_IT05um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","Sept29QC","1",453892,"Inj_vol",424608.64516129,"171016_Poo_Sept29QC_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Full1",297578,"Inj_vol",278379.419354839,"171016_Poo_TruePooWeek3_Full1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Full2",251690,"Inj_vol",235451.935483871,"171016_Poo_TruePooWeek3_Full2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Full3",195985,"Inj_vol",183340.806451613,"171016_Poo_TruePooWeek3_Full3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Full4",241443,"Inj_vol",225866.032258065,"171016_Poo_TruePooWeek3_Full4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Half1",122300,"Inj_vol",228819.35483871,"171016_Poo_TruePooWeek3_Half1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Half2",135628,"Inj_vol",253755.612903226,"171016_Poo_TruePooWeek3_Half2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Half3",110815,"Inj_vol",207331.290322581,"171016_Poo_TruePooWeek3_Half3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Poo","TruePooWeek3","Half4",72341,"Inj_vol",135347.677419355,"171016_Poo_TruePooWeek3_Half4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","DSW700m","1",279013,"Inj_vol",261012.161290323,"171016_Smp_DSW700m_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","DSW700m","2",221364,"Inj_vol",207082.451612903,"171016_Smp_DSW700m_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","DSW700m","3",426770,"Inj_vol",399236.451612903,"171016_Smp_DSW700m_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2Control","1",184565,"Inj_vol",172657.580645161,"171016_Smp_IL2Control_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2Control","2",238512,"Inj_vol",223124.129032258,"171016_Smp_IL2Control_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2Control","3",306188,"Inj_vol",286433.935483871,"171016_Smp_IL2Control_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMB","1",281399,"Inj_vol",263244.225806452,"171016_Smp_IL2DMB_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMB","2",217928,"Inj_vol",203868.129032258,"171016_Smp_IL2DMB_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMB","3",180103,"Inj_vol",168483.451612903,"171016_Smp_IL2DMB_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMBnoBT","1",173943,"Inj_vol",162720.870967742,"171016_Smp_IL2DMBnoBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMBnoBT","2",456019,"Inj_vol",426598.419354839,"171016_Smp_IL2DMBnoBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DMBnoBT","3",217257,"Inj_vol",203240.419354839,"171016_Smp_IL2DMBnoBT_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DSW","1",199069,"Inj_vol",186225.838709677,"171016_Smp_IL2DSW_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DSW","2",303314,"Inj_vol",283745.35483871,"171016_Smp_IL2DSW_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2DSW","3",190144,"Inj_vol",177876.64516129,"171016_Smp_IL2DSW_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2noBT","1",265607,"Inj_vol",248471.064516129,"171016_Smp_IL2noBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2noBT","2",298969,"Inj_vol",279680.677419355,"171016_Smp_IL2noBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2noBT","3",207509,"Inj_vol",194121.322580645,"171016_Smp_IL2noBT_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2WBT","1",345098,"Inj_vol",322833.612903226,"171016_Smp_IL2WBT_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2WBT","2",253992,"Inj_vol",237605.419354839,"171016_Smp_IL2WBT_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IL2WBT","3",210230,"Inj_vol",196666.774193548,"171016_Smp_IL2WBT_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IT0","1",145487,"Inj_vol",136100.741935484,"171016_Smp_IT0_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IT0","2",233713,"Inj_vol",218634.741935484,"171016_Smp_IT0_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171016","Smp","IT0","3",226553,"Inj_vol",211936.677419355,"171016_Smp_IT0_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","Sept29QC","1",594996,"Inj_vol",556609.161290323,"171023_Poo_Sept29QC_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Full1",312104,"Inj_vol",291968.258064516,"171023_Poo_TruePooWeek4_Full1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Full2",272318,"Inj_vol",254749.096774194,"171023_Poo_TruePooWeek4_Full2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Full3",280675,"Inj_vol",262566.935483871,"171023_Poo_TruePooWeek4_Full3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Full4",356043,"Inj_vol",333072.483870968,"171023_Poo_TruePooWeek4_Full4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Half1",236050,"Inj_vol",441641.935483871,"171023_Poo_TruePooWeek4_Half1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Half2",157807,"Inj_vol",295251.806451613,"171023_Poo_TruePooWeek4_Half2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Half3",149272,"Inj_vol",279283.096774194,"171023_Poo_TruePooWeek4_Half3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Poo","TruePooWeek4","Half4",151934,"Inj_vol",284263.612903226,"171023_Poo_TruePooWeek4_Half4 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2Control5um","1",288267,"Inj_vol",269669.129032258,"171023_Smp_IL2Control5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2Control5um","2",203219,"Inj_vol",190108.096774194,"171023_Smp_IL2Control5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2Control5um","3",353221,"Inj_vol",330432.548387097,"171023_Smp_IL2Control5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMB5um","1",397752,"Inj_vol",372090.580645161,"171023_Smp_IL2DMB5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMB5um","2",229729,"Inj_vol",214907.774193548,"171023_Smp_IL2DMB5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMB5um","3",188572,"Inj_vol",176406.064516129,"171023_Smp_IL2DMB5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMBnoBT5um","1",313122,"Inj_vol",292920.580645161,"171023_Smp_IL2DMBnoBT5um_1 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMBnoBT5um","2",269021,"Inj_vol",251664.806451613,"171023_Smp_IL2DMBnoBT5um_2 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DMBnoBT5um","3",264923,"Inj_vol",247831.193548387,"171023_Smp_IL2DMBnoBT5um_3 2-Hydroxy-4-(methylthio)butyric"
"2-Hydroxy-4-(methylthio)butyric","Inj_vol",0.222525117134067,0.222525117134067,"171023","Smp","IL2DSW5um","1",384211,"Inj_vol",359423.193548387,"171023_Smp_IL2DSW5um_1 2-Hydroxy-4-(methylthio)butyric"
